Category,Restaurant Address,Restaurant Name,Restaurant Phone,Restaurant Price Range,Restaurant Website,Restaurant Yelp URL,Restaurant Latitude,Restaurant Longitude,City
Barbeque,"355 Wilson Avenue
North York, ON M3H 1T3",Aristokrat Bbq Restaurant,(416) 635-6812,,,https://www.yelp.ca/biz/aristokrat-bbq-restaurant-north-york,43.736828,-79.436697,North York
Barbeque,"3411 Bathurst Street
North York, ON M6A 2C1",Sun Up Barbecue Company,(416) 789-5023,,,https://www.yelp.ca/biz/sun-up-barbecue-company-north-york,43.726904,-79.431483,North York
Barbeque,"747 Don Mills Road
North York, ON M3C 1T2",Mandarin Bbq,(416) 425-8800,,,https://www.yelp.ca/biz/mandarin-bbq-north-york,43.713721,-79.334716,North York
Breakfast & Brunch,"2300 Keele Street
North York, ON M6M 3Z8",The Pit Stop Family Restaurant,(416) 244-5886,Under $10,,https://www.yelp.ca/biz/the-pit-stop-family-restaurant-north-york,43.703283,-79.476843,North York
Breakfast & Brunch,"1222 Lawrence Avenue E
North York, ON M3A 1B9",Valley Fields Restaurant,(416) 443-0616,$11-30,valleyfieldsrestaurant.com,https://www.yelp.ca/biz/valley-fields-restaurant-north-york,43.741449,-79.319664,North York
Breakfast & Brunch,"2865 Keele Street
North York, ON M3M 2G7",Downsview Restaurant,(416) 633-1350,,,https://www.yelp.ca/biz/downsview-restaurant-north-york,43.732688,-79.483435,North York
Breakfast & Brunch,"5050 Dufferin street
Unit 124
North York, ON M3H 5T5",Friends Restaurant,(416) 661-5356,$11-30,breakfastnorthyork.com,https://www.yelp.ca/biz/friends-restaurant-north-york-3,43.783117,-79.471075,North York
Breakfast & Brunch,"796 Sheppard Avenue E
North York, ON M2K 1C3",Sunshine Spot Restaurant,(416) 512-9741,$11-30,,https://www.yelp.ca/biz/sunshine-spot-restaurant-north-york,43.769654,-79.374812,North York
Breakfast & Brunch,"801 York Mills Road
North York, ON M3B 1X7",Windfield’s Restaurant,(416) 445-1630,$11-30,windfieldsrestaurant.com,https://www.yelp.ca/biz/windfields-restaurant-north-york,43.752859,-79.358435,North York
Breakfast & Brunch,"861 York Mills Road
Unit 8
North York, ON M3B 1Y2",Cora Breakfast and Lunch,(416) 443-2672,$11-30,chezcora.com,https://www.yelp.ca/biz/cora-breakfast-and-lunch-north-york,43.754733,-79.351057,North York
Breakfast & Brunch,"North York Civic Center
5221 Yonge St
North York, ON M2N 5P8",Symposium Cafe Restaurant & Lounge,(647) 350-5221,$11-30,symposiumcafe.com,https://www.yelp.ca/biz/symposium-cafe-restaurant-and-lounge-north-york,43.771132,-79.413329,North York
Breakfast & Brunch,"1123 Lodestar Rd
Suite 1
North York, ON M3J 0G9",Sunset Grill,(416) 636-3447,$11-30,sunsetgrill.ca,https://www.yelp.ca/biz/sunset-grill-north-york,43.759208,-79.466455,North York
Breakfast & Brunch,"1881 Steeles Ave W
North York, ON M3H 5Y4",Cora’s Breakfast & Lunch,(416) 665-0201,$11-30,chezcora.com,https://www.yelp.ca/biz/coras-breakfast-and-lunch-north-york,43.786698,-79.46856,North York
Breakfast & Brunch,"1387 Lawrence Ave W
North York, ON M6L 1A4",The Flame Restaurant & Tavern,(416) 240-7073,Under $10,,https://www.yelp.ca/biz/the-flame-restaurant-and-tavern-north-york,43.709022,-79.477174,North York
Breakfast & Brunch,"1027 Steeles Avenue W
North York, ON M2R 2S9",Kiva’s Restaurant & Bakery,(416) 663-9933,Under $10,kivasbagels.ca,https://www.yelp.ca/biz/kivas-restaurant-and-bakery-north-york,43.791338,-79.447703,North York
Breakfast & Brunch,"5982 Bathurst Street
North York, ON M2R 1Z1",Tov-Li,(416) 650-9800,Under $10,tov-li.com,https://www.yelp.ca/biz/tov-li-north-york,43.78428,-79.446793,North York
Breakfast & Brunch,"4700 Keele Street
Unit 7
North York, ON M3J 1P3",La Prep,(416) 650-0191,Under $10,laprep.com,https://www.yelp.ca/biz/la-prep-north-york-3,43.775177,-79.494091,North York
Breakfast & Brunch,"5150 Yonge St
North York, ON M2N 6L8",La Prep,(416) 733-8827,Under $10,laprep.com/ca/ca-en/locations…,https://www.yelp.ca/biz/la-prep-north-york-2,43.769829,-79.412841,North York
Breakfast & Brunch,"1280 Finch Avenue W
North York, ON M3J 3K6",Tim Hortons,(416) 736-8169,,timhortons.com/ca/en,https://www.yelp.ca/biz/tim-hortons-north-york-16,43.764457,-79.488789,North York
Breakfast & Brunch,"Madison Centre
4950 Yonge St
North York, ON M2N 6K1",La Prep,(416) 250-1011,,laprep.com/ca/ca-en/locations…,https://www.yelp.ca/biz/la-prep-north-york-4,43.764836,-79.412709,North York
Breakfast & Brunch,"2500 Don Mills Road
North York, ON M2J 3B3",Tim Hortons,(416) 495-0092,,timhortons.com,https://www.yelp.ca/biz/tim-hortons-north-york-5,43.775235,-79.34773,North York
Breakfast & Brunch,"2075 Sheppard Avenue E
North York, ON M2J 1W6",Tim Hortons,(416) 491-6731,Under $10,timhortons.com/ca/en,https://www.yelp.ca/biz/tim-hortons-north-york,43.774844,-79.334316,North York
Breakfast & Brunch,"2208 Jane Street
North York, ON M3M 1A4",Tim Hortons,(416) 243-0502,Under $10,timhortons.com,https://www.yelp.ca/biz/tim-hortons-north-york-19,43.72281,-79.509492,North York
Breakfast & Brunch,"225 Duncan Mill Road
North York, ON M3B 3K9",Riverside Grill,(416) 916-6768,,,https://www.yelp.ca/biz/riverside-grill-north-york,43.761477,-79.352714,North York
Breakfast & Brunch,"9005 Leslie Street
North York, ON M2H 1J8",Tim Hortons,(905) 882-9990,Under $10,timhortons.com,https://www.yelp.ca/biz/tim-hortons-north-york-9,43.801517,-79.370837,North York
Breakfast & Brunch,"877 Alness Street
Unit 1
North York, ON M3J 2X4",Sandwich Plus,(416) 736-0467,,,https://www.yelp.ca/biz/sandwich-plus-north-york-2,43.779258,-79.475077,North York
Buffets,"1027 Finch Avenue W
North York, ON M3J 2C7",Mandarin Restaurant - North York,(416) 736-6000,$11-30,mandarinrestaurant.com,https://www.yelp.ca/biz/mandarin-restaurant-north-york-north-york,43.768078,-79.469775,North York
Buffets,"900 Don Mills Road
North York, ON M3C 1V6",Memories of Japan,(416) 449-3773,$11-30,memoriesofjapan.ca,https://www.yelp.ca/biz/memories-of-japan-north-york,43.726896,-79.342237,North York
Buffets,"3555 Don Mills Road
Unit 5
North York, ON M2H 3N3",Mizuki Sushi,(416) 492-8880,$11-30,,https://www.yelp.ca/biz/mizuki-sushi-north-york,43.794097,-79.355029,North York
Buffets,"1881 Av Steeles O
North York, ON M3H 5Y4",Imperial Buffet,(416) 650-9848,,,https://www.yelp.ca/biz/imperial-buffet-north-york,43.786561,-79.468835,North York
Buffets,"4841 Yonge Street
North York, ON M2N 5X2",Best Z,(416) 225-7268,,,https://www.yelp.ca/biz/best-z-north-york,43.762037,-79.410321,North York
Burgers,"4698 Yonge Street
North York, ON M2N 5M4",Hero Certified Burgers - Yonge & Sheppard,(647) 343-3517,$11-30,heroburgers.com,https://www.yelp.ca/biz/hero-certified-burgers-yonge-and-sheppard-north-york,43.759102,-79.410597,North York
Burgers,"898 Don Mills Rd
North York, ON M3C 1V6",Harvey’s Restaurants,(416) 444-1343,Under $10,harveys.ca,https://www.yelp.ca/biz/harveys-restaurants-north-york-8,43.726573,-79.341009,North York
Burgers,"2215 Steeles Avenue W
North York, ON M3J 3N2",South St Burger,(416) 514-1412,$11-30,southstburger.com,https://www.yelp.ca/biz/south-st-burger-north-york,43.785161,-79.477533,North York
Burgers,"940 Lawrence Avenue W
North York, ON M6A 1C4",Burger King,(416) 256-9439,Under $10,burgerking.ca/en/ca/index.html,https://www.yelp.ca/biz/burger-king-north-york-6,43.7142,-79.456386,North York
Burgers,"1638 Avenue Road
North York, ON M5M 3X9",A&W,(416) 785-7195,,web.aw.ca,https://www.yelp.ca/biz/a-and-w-north-york-3,43.725806,-79.417452,North York
Burgers,"3200 Dufferin Street
North York, ON M6A 3B2",Shoeless Joe’s Sports Grill - Dufferin,(416) 787-7934,$11-30,shoelessjoes.ca,https://www.yelp.ca/biz/shoeless-joes-sports-grill-dufferin-north-york,43.718407,-79.455649,North York
Burgers,"3343 Bayview Ave
North York, ON M2K 1G4",Harvey’s Restaurants,(416) 730-9599,Under $10,harveys.ca,https://www.yelp.ca/biz/harveys-restaurants-north-york,43.792358,-79.393536,North York
Burgers,"2013 Lawrence Ave W
North York, ON M9N 0A3",Wendy’s,(416) 235-0696,Under $10,,https://www.yelp.ca/biz/wendys-north-york,43.700789,-79.511628,North York
Burgers,"2 Ingram Drive
North York, ON M6M 2L6",McDonald’s,(416) 248-9744,Under $10,mcdonalds.com/ca,https://www.yelp.ca/biz/mcdonalds-north-york-2,43.699897,-79.475517,North York
Burgers,"16 Mallard Road
North York, ON M3B 3N1",Churro Burger,(416) 901-3880,,jackpotbrandz.com,https://www.yelp.ca/biz/churro-burger-north-york,43.748305,-79.34858,North York
Burgers,"1 McDonald's Place
North York, ON M3C 1T2",McDonald’s,(416) 443-1000,,mcdonalds.com/ca/en-ca.html,https://www.yelp.ca/biz/mcdonalds-north-york-7,43.727809,-79.329466,North York
Burgers,"5908 Yonge Street
North York, ON M2M 3T3",Shake N Burger,(416) 221-2662,,,https://www.yelp.ca/biz/shake-n-burger-north-york,43.786819,-79.417727,North York
Burgers,"747 Don Mills Road
North York, ON M3C 1T2",McDonald,(416) 429-1266,Under $10,mcdonalds.ca,https://www.yelp.ca/biz/mcdonald-north-york,43.714039,-79.334223,North York
Burgers,"1125 Sheppard Avenue E
North York, ON M2K 1C5",McDonald’s,(416) 224-1145,Under $10,mcdonalds.ca,https://www.yelp.ca/biz/mcdonalds-north-york-10,43.769846,-79.370599,North York
Burgers,"5051-5061 Yonge Street
North York, ON M2N 5P2",Dairy Queen,(416) 222-0579,Under $10,dairyqueen.com,https://www.yelp.ca/biz/dairy-queen-north-york-2,43.767396,-79.412199,North York
Burgers,"425 Av Eddystone
North York, ON M3N 1H8",White Tower Burger Restaurant,(416) 740-2275,,,https://www.yelp.ca/biz/white-tower-burger-restaurant-north-york,43.746821,-79.524969,North York
Burgers,"808 York Mills Road
North York, ON M3B 1X8",McDonald’s,(416) 385-1711,Under $10,mcdonalds.com/ca/en-ca.html,https://www.yelp.ca/biz/mcdonalds-north-york-8,43.753603,-79.35891,North York
Burgers,"20 Norfinch Drive
North York, ON M3N 1X1",George’s Tastee Foods Corporation,(416) 736-6868,,georgestastee.ca,https://www.yelp.ca/biz/georges-tastee-foods-corporation-north-york,43.75671,-79.52574,North York
Burgers,"2020 Jane Street
North York, ON M9N 2V3",McDonald’s,(416) 248-6648,,mcdonalds.com/ca,https://www.yelp.ca/biz/mcdonalds-north-york-14,43.715757,-79.50786,North York
Cafes,"1 Hafis Road
North York, ON M6M 2V6",Ace Bakery & Bread Store,(416) 241-8433,$11-30,acebakery.com,https://www.yelp.ca/biz/ace-bakery-and-bread-store-north-york,43.705998,-79.47079,North York
Cafes,"2853 Dufferin Street
North York, ON M6B 3S4",Darosa,(416) 256-4544,$11-30,darosarestaurant.com,https://www.yelp.ca/biz/darosa-north-york,43.706922,-79.452879,North York
Cafes,"5986 Bathurst Street
North York, ON M2R",Antosha Cafe and Pastry Shop,(416) 225-7117,$31-60,antoshabakery.com,https://www.yelp.ca/biz/antosha-cafe-and-pastry-shop-north-york,43.785153,-79.445833,North York
Cafes,"25 Sheppard Avenue W
Suite 115
North York, ON M2N 6S6",Java Joe’s,(416) 221-9032,Under $10,javajoes.ca,https://www.yelp.ca/biz/java-joes-north-york,43.761117,-79.412407,North York
Cafes,"North York Civic Center
5221 Yonge St
North York, ON M2N 5P8",Symposium Cafe Restaurant & Lounge,(647) 350-5221,$11-30,symposiumcafe.com,https://www.yelp.ca/biz/symposium-cafe-restaurant-and-lounge-north-york,43.771132,-79.413329,North York
Cafes,"150 Ferrand Dr
North York, ON M3C 3E5",Maria’s Corner Cafe,(416) 423-7239,,,https://www.yelp.ca/biz/marias-corner-cafe-north-york,43.720792,-79.332168,North York
Cafes,"901 Lawrence Avenue W
North York, ON M6A 1C3",Columbus Centre,(416) 789-7011,Above $61,villacharities.com,https://www.yelp.ca/biz/columbus-centre-north-york-2,43.713411,-79.456844,North York
Cafes,"2013 Lawrence Avenue W
North York, ON M9N 0A3",Tim Hortons,(416) 242-2122,Under $10,,https://www.yelp.ca/biz/tim-hortons-north-york-32,43.700853,-79.511713,North York
Cafes,"676 Finch Avenue E
North York, ON M2K 2E6",Maxim’s Café & Patisserie,(416) 730-1080,$11-30,cafemaxims.com,https://www.yelp.ca/biz/maxims-caf%C3%A9-and-patisserie-north-york,43.78831,-79.377215,North York
Cafes,"1244 Lawrence Avenue E
North York, ON M3A 1C3",Tim Hortons,(416) 444-0027,Under $10,timhortons.com,https://www.yelp.ca/biz/tim-hortons-north-york-12,43.741597,-79.318819,North York
Cafes,"1263 Wilson Avenue
North York, ON M3M 3G2",Delimark Cafes,(416) 645-0812,,delimarkcafes.com,https://www.yelp.ca/biz/delimark-cafes-north-york-3,43.722501,-79.49229,North York
Cafes,"12 Upjohn Road
North York, ON M3B 2V9",Oliva,(416) 385-0069,,,https://www.yelp.ca/biz/oliva-north-york,43.753622,-79.35132,North York
Cafes,"5001 Yonge Street
North York, ON M2N 6L8",Meryl’s Cafe,(416) 223-9326,,,https://www.yelp.ca/biz/meryls-cafe-north-york,43.76606,-79.411537,North York
Cafes,"5650 Yonge Street
North York, ON M2M 4G3",Timothy’s Cafe,(416) 221-2945,Under $10,timothyscafes.com,https://www.yelp.ca/biz/timothys-cafe-north-york,43.780149,-79.416361,North York
Cafes,"700 Lawrence Ave W
North York, ON M6A 3B4",Tim Horton,(416) 783-7474,$11-30,timhortons.com,https://www.yelp.ca/biz/tim-horton-north-york-2,43.716657,-79.447258,North York
Cafes,"5150 Yonge Street
North York, ON M2N 6L8",Second Cup,(416) 226-6968,Under $10,secondcup.com,https://www.yelp.ca/biz/second-cup-north-york-3,43.768744,-79.412846,North York
Cafes,"2355 Keele St
North York, ON M6M 4A2",Tim Hortons,(416) 247-1840,,,https://www.yelp.ca/biz/tim-hortons-north-york-27,43.707664,-79.476065,North York
Cafes,"171 Bentworth Avenue
North York, ON M6A 1P6",Tim Hortons,(416) 784-3081,Under $10,timhortons.com,https://www.yelp.ca/biz/tim-hortons-north-york-36,43.719434,-79.467993,North York
Cafes,"1185 Eglinton Avenue E
North York, ON M3C 3C6",Delimark Cafe,(416) 696-9500,,delimarkcafes.com,https://www.yelp.ca/biz/delimark-cafe-north-york,43.720315,-79.339276,North York
Cafes,"250 Ferrand Drive
North York, ON M3C 3G8",Delimark Cafes,(416) 425-1172,,delimarkcafes.com,https://www.yelp.ca/biz/delimark-cafes-north-york-2,43.719768,-79.331575,North York
Cafes,"1500 Don Mills Road
North York, ON M3B 3K4",Delimark Cafe,(416) 449-9488,,delimarkcafes.com,https://www.yelp.ca/biz/delimark-cafe-north-york-2,43.755043,-79.347746,North York
Cafes,"901 Sheppard Avenue W
North York, ON M3H 2T7",Tim Hortons,(416) 633-3387,Under $10,timhortons.com,https://www.yelp.ca/biz/tim-hortons-north-york-11,43.751323,-79.456908,North York
Cafes,"6000 Dufferin St
North York, ON M3H 5T5",Tim Horton Donuts,(416) 739-6140,,,https://www.yelp.ca/biz/tim-horton-donuts-north-york,43.786454,-79.470588,North York
Cafes,"5418 Yonge Street
North York, ON M2N 6X4",Cafe Le Monde,,,,https://www.yelp.ca/biz/cafe-le-monde-north-york,43.775543,-79.414919,North York
Cafes,"1110 Don Mills Rd
North York, ON M3B 3R7",Tim Hortons,(416) 385-7880,Under $10,timhortons.com,https://www.yelp.ca/biz/tim-hortons-north-york-18,43.737481,-79.343899,North York
Cafes,"4751 Leslie St
North York, ON M2J 2K8",Tim Horton’s,(416) 494-0656,,timhortons.com,https://www.yelp.ca/biz/tim-hortons-north-york-3,43.779347,-79.365483,North York
Cafes,"4000 Jane St
North York, ON M3N 2K2",Tim Hortons,(416) 739-1360,Under $10,,https://www.yelp.ca/biz/tim-hortons-north-york-34,43.757709,-79.518367,North York
Cafes,"2588 Finch Ave W
North York, ON M9M 2G3",R Bakery,(416) 749-2220,$11-30,rbakery.ca,https://www.yelp.ca/biz/r-bakery-north-york,43.747911,-79.56198,North York
Cafes,"2304 Sheppard Ave W
North York, ON M9M 1M1",Tim Horton’s,(416) 740-7748,,timhortons.com,https://www.yelp.ca/biz/tim-hortons-north-york-30,43.73507,-79.533855,North York
Cafes,"180 Duncan Mill Road
North York, ON M3B 1Z6",Delimark Cafe,(416) 443-3450,,delimarkcafes.com,https://www.yelp.ca/biz/delimark-cafe-north-york-4,43.762448,-79.354371,North York
Cafes,"4700 Keele Street
North York, ON M3J 1P3",Blumont Bistro,(416) 514-0767,$11-30,blumont.ca,https://www.yelp.ca/biz/blumont-bistro-north-york,43.774229,-79.498422,North York
Cafes,"245 Fairview Mall Drive
North York, ON M2J 4T1",Delimark Cafes,(416) 497-7563,,delimarkcafes.com,https://www.yelp.ca/biz/delimark-cafes-north-york,43.779748,-79.341905,North York
Cafes,"5171 Steeles Ave W
North York, ON M9L 1R5",Saeco Expresso & Cappuccino Machines,(416) 256-9191,,,https://www.yelp.ca/biz/saeco-expresso-and-cappuccino-machines-north-york,43.768973,-79.551693,North York
Cafes,"4400 Dufferin Street
North York, ON M3H 6A8",Tim Hortons,(416) 661-6053,,timhortons.com,https://www.yelp.ca/biz/tim-hortons-north-york-14,43.765192,-79.467448,North York
Cafes,"4751 Leslie St
North York, ON M2J 2K8",Tim Hortons,(416) 494-6828,,,https://www.yelp.ca/biz/tim-hortons-north-york-4,43.779347,-79.365483,North York
Canadian (New),"3395 Yonge Street
North York, ON M4N 2M8",Lime Court Restaurant,(416) 849-3606,,,https://www.yelp.ca/biz/lime-court-restaurant-north-york,43.732488,-79.404123,North York
Canadian (New),"1123 Lodestar Rd
Suite 1
North York, ON M3J 0G9",Sunset Grill,(416) 636-3447,$11-30,sunsetgrill.ca,https://www.yelp.ca/biz/sunset-grill-north-york,43.759208,-79.466455,North York
Canadian (New),"Yorkdale Mall
3401 Dufferin Street
North York, ON M6A 2T9",Villa Madina,(416) 785-4743,Under $10,villamadina.com,https://www.yelp.ca/biz/villa-madina-north-york-2,43.724529,-79.455446,North York
Canadian (New),"4646 Yonge Street
North York, ON M2N 5M1",The Congress,(416) 222-7381,,,https://www.yelp.ca/biz/the-congress-north-york,43.757533,-79.410224,North York
Canadian (New),"125 Moatfield Drive
North York, ON M3B 3L6",The David Duncan House,(416) 391-1424,$31-60,davidduncanhouse.com,https://www.yelp.ca/biz/the-david-duncan-house-north-york,43.75831,-79.348906,North York
Canadian (New),"2385 Finch Ave W
North York, ON M9M 2W8",Bun Bo Hue,(416) 747-7336,Under $10,,https://www.yelp.ca/biz/bun-bo-hue-north-york,43.751673,-79.544276,North York
Canadian (New),"2011 Steeles Ave W
North York, ON M3J 3N3",Montana’s BBQ & Bar,(416) 661-9139,$11-30,montanas.ca,https://www.yelp.ca/biz/montanas-bbq-and-bar-north-york,43.786956,-79.47112,North York
Canadian (New),"2849 Jane Street
North York, ON M3N 2J5",Yorkwoods Restaurant,(416) 633-2658,,,https://www.yelp.ca/biz/yorkwoods-restaurant-north-york,43.751388,-79.516126,North York
Canadian (New),"2175 Sheppard Avenue E
North York, ON M2J 1W8",Willie Stouts,(416) 499-0383,$11-30,williestouts.com,https://www.yelp.ca/biz/willie-stouts-north-york,43.774286,-79.330943,North York
Canadian (New),"2777 Steeles Avenue W
North York, ON M3J 3K5",International Discount Foods,(416) 739-6651,$11-30,,https://www.yelp.ca/biz/international-discount-foods-north-york,43.78216,-79.49043,North York
Canadian (New),"3757 Keele Street
North York, ON M3J 1N4",Apple Jacks Restaurant,(416) 631-9035,,,https://www.yelp.ca/biz/apple-jacks-restaurant-north-york,43.757714,-79.488651,North York
Canadian (New),"5700 Yonge Street
North York, ON M2M 4K2",Soly’s Grille,(416) 224-0886,,,https://www.yelp.ca/biz/solys-grille-north-york,43.781034,-79.416574,North York
Caribbean,"1347a Lawrence Avenue W
North York, ON M6L 1A4",Mr Jerk,(416) 248-8609,Under $10,mrjerk.com,https://www.yelp.ca/biz/mr-jerk-north-york-2,43.709219,-79.476547,North York
Caribbean,"1646 Victoria Park Avenue
North York, ON M1R 1P7",Blue Water Curry & Roti Restaurant,(416) 755-9649,Under $10,bluewatercurryandroti.ca,https://www.yelp.ca/biz/blue-water-curry-and-roti-restaurant-north-york,43.73098,-79.305838,North York
Caribbean,"1310 Don Mills Road
North York, ON M3B 2W6",Island Foods,(416) 487-7717,Under $10,island-foods.com,https://www.yelp.ca/biz/island-foods-north-york,43.74592,-79.346301,North York
Caribbean,"1880 O'connor Drive
North York, ON M4A 1W9",Scarlet Ibis Family Restaurant,(416) 755-1446,$11-30,,https://www.yelp.ca/biz/scarlet-ibis-family-restaurant-north-york,43.72268,-79.303577,North York
Caribbean,"564 Wilson Heights Boulevard
North York, ON M3H 2V8",Nanalyn Jerk,(416) 901-4564,$11-30,nanalynjerk.com,https://www.yelp.ca/biz/nanalyn-jerk-north-york,43.752082,-79.457109,North York
Caribbean,"1300 Finch Avenue W
North York, ON M3J 3K2",Caribbean Heat Family Restaurant,(416) 739-6600,$11-30,,https://www.yelp.ca/biz/caribbean-heat-family-restaurant-north-york,43.764138,-79.489652,North York
Caribbean,"1700 Av Wilson
North York, ON M3L 1B2",Caribbean Cuisine Delights,(416) 245-4952,,,https://www.yelp.ca/biz/caribbean-cuisine-delights-north-york,43.721259,-79.511992,North York
Caribbean,"747 Don Mills Road
North York, ON M3C 1T2",Caribbean Palms,(416) 421-5777,Under $10,,https://www.yelp.ca/biz/caribbean-palms-north-york,43.714039,-79.334223,North York
Caribbean,"3027 Islington Avenue
North York, ON M9L 2K9",Peppers,(416) 789-4626,Under $10,,https://www.yelp.ca/biz/peppers-north-york,43.759649,-79.570387,North York
Caribbean,"4712 Jane Street
North York, ON M3N 2L2",Ernie’s Caribbean Restaurant,(416) 736-1355,,,https://www.yelp.ca/biz/ernies-caribbean-restaurant-north-york,43.770024,-79.520739,North York
Caribbean,"3685 Keele Street
Unit 6
North York, ON M3J 3H6",Hakka Bro’s,(647) 351-8282,Under $10,hakkabros.com,https://www.yelp.ca/biz/hakka-bros-north-york,43.754433,-79.487777,North York
Caribbean,"3050 Don Mills Road
North York, ON M2J 3C1",Mr Jerk,(416) 491-3593,Under $10,mrjerk.ca,https://www.yelp.ca/biz/mr-jerk-north-york,43.785899,-79.352601,North York
