Category,Restaurant Address,Restaurant Name,Restaurant Phone,Restaurant Price Range,Restaurant Website,Restaurant Yelp URL,Restaurant Latitude,Restaurant Longitude,City
Cafes,"3000 Steeles Avenue E
Suite 102
Markham, ON L3R 4T9",Delimark Cafe,(905) 940-3049,,delimarkcafes.com,https://www.yelp.ca/biz/delimark-cafe-markham-4,43.81496,-79.347702,Markham
Cafes,"3500 Steeles Avenue E
Markham, ON L3R 2Z1",3500 Cafe,(905) 316-6972,,,https://www.yelp.ca/biz/3500-cafe-markham-2,43.81761,-79.33847,Markham
Cambodian,"7057 Yonge Street
Markham, ON L3T 2A6",Pho Xin Chào,(905) 881-8826,,,https://www.yelp.ca/adredir?ad_business_id=orS5gYr8phw6YfV-oEPnTw&campaign_id=IvLwVhdZCoIY7QbVtQEx6A&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fpho-xin-ch%25C3%25A0o-markham-3&request_id=7da805fe66b16fe5&signature=5c815892ffd1e15bb28a6779ea7e2d39bc764264b4aa13721b6314271d4b6503&slot=1,43.799626,-79.420131,Markham
Cantonese,"2/F Pacific Mall
Markham, ON L3R",Aroma Corner -,(647) 620-6052,,,https://www.yelp.ca/biz/aroma-corner-markham,43.824195,-79.305184,Markham
Caribbean,"7270 Woodbine Avenue
Markham, ON L3R 4B9",Cravins Caribbean Grill,(905) 415-0078,Under $10,cravins.ca,https://www.yelp.ca/biz/cravins-caribbean-grill-markham,43.820571,-79.351158,Markham
Chicken Shop,"7355 Bayview Ave
Unit 2
Markham, ON L3T 5Z2",Ramona’s Kitchen,(905) 597-9220,$11-30,ramonaskitchen.ca,https://www.yelp.ca/adredir?ad_business_id=fpuyZ31OpX11UlJGFWKoNw&campaign_id=qoFRqxC4DOTLJU1o7LZR4w&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Framonas-kitchen-markham-2&request_id=3603ffbf159dfd87&signature=d2e7e40bf71ee05687fbcf96e0910f26495c03b5d0134c3ed6f6ea9bb9e4238f&slot=0,43.813408,-79.398656,Markham
Chinese,"431 Alden Rd
Unit 2
Markham, ON L3R 3L4",Papa Chang’s Take Out and Catering,(905) 604-7727,Under $10,,https://www.yelp.ca/adredir?ad_business_id=gson5zEUqpFjrRnz7vJu0g&campaign_id=C4Eidc40aRJCbDTk_RTKPQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fpapa-changs-take-out-and-catering-markham&request_id=f83887056fc12bf7&signature=300fb3d994de8cc9fef69110701d3099f8a52bed7a23ec0ad613aea8b604ca23&slot=1,43.834598,-79.332893,Markham
Chinese,"3636 Steeles Avenue E
Markham, ON L3R 2Z5",Xin Jiang Restaurant,(905) 948-9966,$11-30,,https://www.yelp.ca/biz/xin-jiang-restaurant-markham-2,43.818656,-79.330451,Markham
Chinese,"7010 Warden Avenue
Unit 17-18
Markham, ON L3R 5Y3",Yin Ji Chang Fen,(905) 307-2688,Under $10,,https://www.yelp.ca/biz/yin-ji-chang-fen-markham,43.82028,-79.32523,Markham
Chinese,"7095 Woodbine Avenue
Markham, ON L3R 1A3",QJD Peking Duck Restaurant,(905) 604-7798,$31-60,qjd.ca/en/home,https://www.yelp.ca/biz/qjd-peking-duck-restaurant-markham-4,43.816717,-79.348321,Markham
Chinese,"3636 Steeles Avenue E
Markham, ON L3R 1K9",Backyard Garden Restaurant,(905) 415-8988,$11-30,backyardgarden.ca,https://www.yelp.ca/biz/backyard-garden-restaurant-markham,43.818749,-79.330472,Markham
Chinese,"112-3636 Steeles Avenue E
Markham, ON L3R 1K9",Chinese Dumpling House,(905) 947-9880,Under $10,,https://www.yelp.ca/biz/chinese-dumpling-house-markham,43.819297,-79.331044,Markham
Chinese,"4080 Steeles Avenue E
Unit 3-5
Markham, ON L3R 3N8",Fishman Wharf Seafood,(905) 513-6666,$31-60,,https://www.yelp.ca/biz/fishman-wharf-seafood-markham,43.822623,-79.313552,Markham
Chinese,"7301 Woodbine Avenue
Markham, ON L3R 3V7",Ritzy Palace Chinese Cuisine,(905) 940-2888,$31-60,,https://www.yelp.ca/biz/ritzy-palace-chinese-cuisine-markham-2,43.821326,-79.349712,Markham
Chinese,"3636 Steeles Avenue E
Unit 130
Markham, ON L3T 1A4",Ten Ten Dim Sum,(905) 948-1525,Under $10,,https://www.yelp.ca/biz/ten-ten-dim-sum-markham,43.818772,-79.330452,Markham
Chinese,"7030 Warden Avenue
Markham, ON L3R 5Y2",Keung’s Delight,(905) 948-9000,$11-30,KeungsDelight.com,https://www.yelp.ca/biz/keungs-delight-markham,43.820856,-79.326554,Markham
Chinese,"7010 Warden Avenue
Markham, ON L3R 5Y3",New Fortune Stone,(905) 475-0099,Under $10,,https://www.yelp.ca/biz/new-fortune-stone-markham,43.820398,-79.325504,Markham
Chinese,"3636 Steeles Avenue E
Markham, ON L3R 1K9",Delicacy Noodles,(647) 745-6531,Under $10,,https://www.yelp.ca/biz/delicacy-noodles-markham,43.818656,-79.330451,Markham
Chinese,"3636 Steeles Avenue E
Suite 139
Markham, ON L3R 1K9",Tai Ping Hsiang,(905) 947-9998,Under $10,,https://www.yelp.ca/biz/tai-ping-hsiang-markham-2,43.818749,-79.330472,Markham
Chinese,"3636 Steeles Avenue E
Unit 177-120
Markham, ON L3R 1K9",The Taste of Home,(647) 886-0380,$11-30,tasteofhometoronto.ca,https://www.yelp.ca/biz/the-taste-of-home-markham,43.818772,-79.330452,Markham
Chinese,"3636 Steeles E Avenue
Markham, ON L3R 1K9",Metro Square Cafe Restaurant,(905) 305-6226,Under $10,,https://www.yelp.ca/biz/metro-square-cafe-restaurant-markham,43.818436,-79.330971,Markham
Chinese,"7155 Woodbine Avenue
Markham, ON L3R 1A3",Phoenix Restaurant,(905) 940-1113,$11-30,phoenixrestaurant.cc,https://www.yelp.ca/biz/phoenix-restaurant-markham-2,43.81781,-79.349233,Markham
Chinese,"300 John Street
Markham, ON L3T",Hunan Restaurant and Bar,(905) 597-0153,$11-30,,https://www.yelp.ca/biz/hunan-restaurant-and-bar-markham,43.819342,-79.39966,Markham
Chinese,"398 Ferrier St
Markham, ON L3R 2Z5",Grotto Noodle House,(905) 470-8772,Under $10,,https://www.yelp.ca/biz/grotto-noodle-house-markham,43.819882,-79.331332,Markham
Chinese,"3636 Steeles Avenue E
Markham, ON L3R 1K9",Szechuan Huai Yang Cuisine,(905) 947-0399,Under $10,,https://www.yelp.ca/biz/szechuan-huai-yang-cuisine-markham,43.818491,-79.329796,Markham
Chinese,"398 Ferrier Street
Markham, ON L3R 2Z5",Century Palace Chinese Restaurant,(905) 415-1988,$11-30,,https://www.yelp.ca/biz/century-palace-chinese-restaurant-markham,43.819946,-79.331253,Markham
Chinese,"7030 Warden Avenue
Unit D3
Markham, ON L3R 5Y2",Legend Pot,(905) 946-8899,$31-60,legendpot.com/about-us.html,https://www.yelp.ca/biz/legend-pot-markham-2,43.820615,-79.326767,Markham
Chinese,"3636 Steeles Ave E
Markham, ON L3R",Hunan Garden Restaurant,(905) 947-9880,$11-30,,https://www.yelp.ca/biz/hunan-garden-restaurant-markham,43.818749,-79.330472,Markham
Chinese,"3636 Steeles Ave E
Unit 152
Markham, ON L3R 2Z5",Asian Legend,(905) 947-0370,$11-30,asianlegend.ca,https://www.yelp.ca/biz/asian-legend-markham-2,43.818588,-79.330904,Markham
Chinese,"3636 Steeles Avenue E
Markham, ON L3R 1K9",Noodle Express,(905) 513-0303,,,https://www.yelp.ca/biz/noodle-express-markham-2,43.818491,-79.329796,Markham
Chinese,"3636 Steeles Avenue E
Markham, ON L3R 1K9",Mr Luk’s Chinese Cuisine,(905) 948-1180,,,https://www.yelp.ca/biz/mr-luks-chinese-cuisine-markham,43.818491,-79.329796,Markham
Colombian,"35 Karachi Drive
Unit 39
Markham, ON L3S 0B5",The Toston,(647) 666-2400,,,https://www.yelp.ca/biz/the-toston-markham,43.849428,-79.25213,Markham
Creperies,"7181 Yonge Street
Unit 21
Markham, ON L3T 0C7",Muncheez,(905) 597-1220,$11-30,muncheezcreperie.com,https://www.yelp.ca/biz/muncheez-markham,43.803192,-79.41951,Markham
Delis,"7181 Yonge Street
Unit 21
Markham, ON L3T 0C7",Muncheez,(905) 597-1220,$11-30,muncheezcreperie.com,https://www.yelp.ca/biz/muncheez-markham,43.803192,-79.41951,Markham
Delis,"7240 Woodbine Avenue
Suite 102
Markham, ON L3R 1A4",Steelcase Grill House & Deli,(905) 474-9333,$11-30,steelcasedeli.ca,https://www.yelp.ca/biz/steelcase-grill-house-and-deli-markham,43.819787,-79.350943,Markham
Delis,"101 - 3000 Steeles Avenue E
Markham, ON L3R 4T9",Gateway Coffee & Deli,(905) 475-5556,,,https://www.yelp.ca/biz/gateway-coffee-and-deli-markham-2,43.81496,-79.347702,Markham
Delis,"7010 Woodbine Avenue
Markham, ON L3R 1A2",Tim Hortons,(905) 305-8147,,,https://www.yelp.ca/biz/tim-hortons-markham-7,43.814278,-79.349426,Markham
Dim Sum,"3636 Steeles Avenue E
Unit 130
Markham, ON L3T 1A4",Ten Ten Dim Sum,(905) 948-1525,Under $10,,https://www.yelp.ca/biz/ten-ten-dim-sum-markham,43.818772,-79.330452,Markham
Dim Sum,"398 Ferrier Street
Markham, ON L3R 2Z5",Century Palace Chinese Restaurant,(905) 415-1988,$11-30,,https://www.yelp.ca/biz/century-palace-chinese-restaurant-markham,43.819946,-79.331253,Markham
Dim Sum,"8425 Woodbine Avenue
Markham, ON L3R 2P4",Wu Tai Vegetarian Restaurant,(905) 305-1338,$11-30,,https://www.yelp.ca/adredir?ad_business_id=6sATfFam9_q9uod0I2aCsg&campaign_id=vCg-LfkHjFfZmHHZTXVFwA&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fwu-tai-vegetarian-restaurant-markham&request_id=e4ef281f8228517d&signature=f164a36517c35cee0f99e2a2af9b9884ce1abed1d51969be1b3f85a84ca613d1&slot=0,43.847997,-79.356809,Markham
Dim Sum,"3636 Steeles Ave E
Unit 152
Markham, ON L3R 2Z5",Asian Legend,(905) 947-0370,$11-30,asianlegend.ca,https://www.yelp.ca/biz/asian-legend-markham-2,43.818588,-79.330904,Markham
Diners,"2900 Steeles Avenue E
Markham, ON L3T 7R5",Wimpy’s Diner,(905) 709-0100,$11-30,wimpysdiner.net,https://www.yelp.ca/biz/wimpys-diner-markham,43.812804,-79.358631,Markham
Fast Food,"3636 Steeles Avenue E
Markham, ON L3R 1K9",New Fountain Fast Food,(905) 947-0355,Under $10,,https://www.yelp.ca/biz/new-fountain-fast-food-markham,43.818491,-79.329796,Markham
Fast Food,"3636 Steeles Ave E
Markham, ON L3R 2Z5",Lucky Curry,(905) 947-0688,Under $10,,https://www.yelp.ca/biz/lucky-curry-markham,43.818749,-79.330472,Markham
Fast Food,"7080 Warden Avenue
Markham, ON L3R 5Y2",Subway,(905) 480-0570,,subway.ca,https://www.yelp.ca/biz/subway-markham,43.822243,-79.325958,Markham
Food Court,"3255 Highway 7 E
Unit 15
Markham, ON L3R 3P3",Mei Nung Beef Noodle House,(905) 477-8388,Under $10,,https://www.yelp.ca/adredir?ad_business_id=hPTx2Y5e4Czbr21XcbDN8g&campaign_id=qeUdofEpMgfckmwd-fStag&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fmei-nung-beef-noodle-house-markham&request_id=b90e8d8f2d65f527&signature=205a4104b764a0576d590e43e24c1264d4c24b7822be890811da89c929912a9f&slot=1,43.848355,-79.34908,Markham
Greek,"7181 Woodbine Avenue
Markham, ON L3R 1A3",Milano Foodworks,(905) 477-0777,$11-30,milanofoodworks.ca,https://www.yelp.ca/biz/milano-foodworks-markham,43.81817,-79.349764,Markham
Greek,"7181 Yonge Street
Markham, ON L3T 2A9",Captain Greek,(905) 597-7275,,,https://www.yelp.ca/biz/captain-greek-markham,43.803404,-79.419898,Markham
Hot Dogs,"7181 Yonge Street
Unit 243
Markham, ON L3T 0C7",Ocean Palate,(647) 722-4681,$11-30,,https://www.yelp.ca/biz/ocean-palate-markham,43.803245,-79.419478,Markham
Hot Pot,"7030 Warden Avenue
Unit D3
Markham, ON L3R 5Y2",Legend Pot,(905) 946-8899,$31-60,legendpot.com/about-us.html,https://www.yelp.ca/biz/legend-pot-markham-2,43.820615,-79.326767,Markham
Hungarian,"144 Main Street N
Markham, ON L3P 5T3",Mr Hungarian Restaurant,(905) 201-9902,$11-30,,https://www.yelp.ca/biz/mr-hungarian-restaurant-markham,43.879238,-79.26145,Markham
Indian,"323 Denison Street
Markham, ON L3R 1B7",Dum Pukht,(905) 604-6401,$11-30,,https://www.yelp.ca/biz/dum-pukht-markham,43.821967,-79.349151,Markham
Indian,"7181 Yonge Street
Unit 243
Markham, ON L3T 0C7",Ocean Palate,(647) 722-4681,$11-30,,https://www.yelp.ca/biz/ocean-palate-markham,43.803245,-79.419478,Markham
Indonesian,"3601 Highway 7 E
Unit 112
Markham, ON L3R 0M3",Satay Mama,(647) 821-1988,,sataymama.com,https://www.yelp.ca/biz/satay-mama-markham,43.853914,-79.338195,Markham
Italian,"7225 Woodbine Avenue
Markham, ON L3R 1A3",Frankie Tomatto’s,(905) 940-1900,$11-30,frankietomattos.com,https://www.yelp.ca/biz/frankie-tomattos-markham,43.818829,-79.349202,Markham
Italian,"7181 Woodbine Avenue
Markham, ON L3R 1A3",Milano Foodworks,(905) 477-0777,$11-30,milanofoodworks.ca,https://www.yelp.ca/biz/milano-foodworks-markham,43.81817,-79.349764,Markham
Japanese,"3160 Steeles Avenue E
Unit 3
Markham, ON L3R 4G9",Izakaya Ju,(905) 474-1058,$11-30,,https://www.yelp.ca/biz/izakaya-ju-markham,43.815075,-79.344013,Markham
Japanese,"7100 Woodbine Avenue
Unit 100
Markham, ON L3R 5J2",Gyubee Japanese BBQ - Markham,(647) 361-2844,$31-60,gyubeejapanesebbq.com,https://www.yelp.ca/biz/gyubee-japanese-bbq-markham-markham-3,43.815756,-79.350053,Markham
Japanese,"7010 Warden Avenue
Unit 38
Markham, ON L3R 5Y3",Sakura Sushi,(905) 307-0401,$11-30,,https://www.yelp.ca/biz/sakura-sushi-markham,43.821619,-79.325195,Markham
Japanese,"J-Town Shopping Center
3160 Steeles Avenue E, Unit 6 & 7
Markham, ON L3R 4G9",J-Town By The Sea,(905) 305-8300,$11-30,jtownbythesea.ca,https://www.yelp.ca/biz/j-town-by-the-sea-markham-2,43.81538,-79.344704,Markham
Japanese,"7059 Yonge Street
Markham, ON L3T 2A6",Anzenchitai Izakaya,(905) 886-2561,$11-30,,https://www.yelp.ca/biz/anzenchitai-izakaya-markham,43.799668,-79.420247,Markham
Japanese,"7181 Yonge Street
Unit 27
Markham, ON L3T 2B2",Sushi Bong,(905) 597-2200,$11-30,,https://www.yelp.ca/biz/sushi-bong-markham,43.803548,-79.420559,Markham
Japanese,"3160 Steeles Avenue E
Unit 6
Markham, ON L3R 4G9",Tora Sushi,(905) 948-8047,$11-30,,https://www.yelp.ca/biz/tora-sushi-markham,43.81545,-79.344597,Markham
Japanese,"246-7181 Yonge Street
Markham, ON L3T 0C7",Uncle Don,(905) 597-4588,,,https://www.yelp.ca/biz/uncle-don-markham-2,43.803403,-79.419334,Markham
Japanese,"3160 Steeles Avenue E
Markham, ON L3R 3W4",Cafe Green Tea,(905) 470-0758,$11-30,,https://www.yelp.ca/biz/cafe-green-tea-markham,43.81521,-79.344006,Markham
Japanese,"3160 Steeles Avenue E
Unit 118
Markham, ON L3R 4G9",Green Tea Lounge,(905) 944-9669,$11-30,greentealounge.ca,https://www.yelp.ca/biz/green-tea-lounge-markham,43.815358,-79.344699,Markham
Japanese,"301-7191 Yonge Street
Markham, ON L3T 0C4",Kai Kyo Tei,(905) 597-8335,,,https://www.yelp.ca/biz/kai-kyo-tei-markham,43.803369,-79.420115,Markham
Japanese,"3160 Steeles Avenue E
Unit 2
Markham, ON L3R 3W4",Niwatei,,$11-30,,https://www.yelp.ca/biz/niwatei-markham,43.818137,-79.344271,Markham
Japanese,"3636 Steeles Avenue E
Unit 15
Markham, ON L3R 1K9",Running Pig,(905) 604-5985,Under $10,,https://www.yelp.ca/biz/running-pig-markham,43.818656,-79.330451,Markham
Japanese,"2900 Steeles Avenue E
Markham, ON L3T 7X1",Oshio Restaurant,(905) 881-5686,$11-30,,https://www.yelp.ca/biz/oshio-restaurant-markham,43.813095,-79.357633,Markham
Japanese,"7010 Warden Avenue
Markham, ON L3R 5Y3",Ajisen Ramen,(905) 470-6318,$11-30,ajisen.ca,https://www.yelp.ca/biz/ajisen-ramen-markham,43.820398,-79.325504,Markham
Japanese,"7181 Yonge Street
Markham, ON L3T 2A9",Rice Burger,,,,https://www.yelp.ca/biz/rice-burger-markham,43.80365,-79.419757,Markham
Korean,"7353 Yonge Street
Markham, ON L3T 2B3",Cho Sun Ok,(905) 707-8426,$11-30,chosunok.ca,https://www.yelp.ca/biz/cho-sun-ok-markham,43.806761,-79.421917,Markham
Korean,"7771 Yonge Street
Markham, ON L3T 2C4",The Guksu and Noodle,(905) 771-7777,$11-30,theguksuandnoodle.com,https://www.yelp.ca/biz/the-guksu-and-noodle-markham-3,43.816938,-79.424103,Markham
Korean,"7325 Yonge Street
Markham, ON L3T 2B2",Duck & Chicken,(905) 771-0771,$11-30,,https://www.yelp.ca/biz/duck-and-chicken-markham-2,43.805856,-79.422042,Markham
Korean,"7181 Yonge Street
Markham, ON L3T 0C7",Sakura Seoul,(289) 597-9400,$11-30,,https://www.yelp.ca/biz/sakura-seoul-markham-2,43.802903,-79.419937,Markham
Korean,"7059 Yonge Street
Markham, ON L3T 2A6",Anzenchitai Izakaya,(905) 886-2561,$11-30,,https://www.yelp.ca/biz/anzenchitai-izakaya-markham,43.799668,-79.420247,Markham
Korean,"3636 Steeles E
Markham, ON L3R 1K9",88=Eighteight Korean Cuisine,(905) 947-0399,,,https://www.yelp.ca/biz/88-eighteight-korean-cuisine-markham,43.818656,-79.330451,Markham
