Category,Restaurant Address,Restaurant Name,Restaurant Phone,Restaurant Price Range,Restaurant Website,Restaurant Yelp URL,Restaurant Latitude,Restaurant Longitude,City
Austrian,"198 Main Street
Unionville, ON L3R 2G9",Old Country Inn Restaurant,(905) 477-2715,$11-30,oldcountryinn.ca,https://www.yelp.ca/biz/old-country-inn-restaurant-unionville,43.867866,-79.312721,Other
Barbeque,Assembly Chef's Hall,Cherry Street Bar-B-Que,(647) 557-5993,$11-30,assemblychefshall.com,https://www.yelp.ca/biz/cherry-street-bar-b-que-toronto-3,43.650291,-79.383952,Other
Barbeque,"8074 Islington Avenue
Woodbridge, ON L4L 1W5",Memphis BBQ,(905) 265-9003,$11-30,bigbonebbq.ca/woodbridge,https://www.yelp.ca/biz/memphis-bbq-woodbridge,43.789337,-79.587131,Other
Barbeque,"10 Disera Drive
Thornhill, ON L4J 9G7",Boneyard Grill,(905) 762-0825,$11-30,boneyardgrill.com,https://www.yelp.ca/biz/boneyard-grill-thornhill,43.810509,-79.454233,Other
Barbeque,"5 Glen Cameron Road
Thornhill, ON L3T 5W2",Piggy’s Restaurant,(905) 597-1522,$11-30,piggysrestaurant.ca,https://www.yelp.ca/biz/piggys-restaurant-thornhill-3,43.80543,-79.420328,Other
Barbeque,"7388 Yonge St
Thornhill, ON L4J 8K2",Sariwon Korean Bbq Restaurant,(905) 881-5103,$11-30,,https://www.yelp.ca/biz/sariwon-korean-bbq-restaurant-thornhill,43.808572,-79.423405,Other
Barbeque,"1 Promenade Cir
Thornhill, ON L4J 4P8",Koryo Korean Bbq,(905) 763-6376,,,https://www.yelp.ca/biz/koryo-korean-bbq-thornhill,43.806131,-79.452106,Other
Bistros,Mayfair Clubs Lakeshore,Bistro,(416) 466-3777,,mayfairclubs.com/amenities/bi…,https://www.yelp.ca/biz/bistro-toronto,43.653324,-79.338082,Other
Bistros,Mayfair Clubs West,Bistro - Mayfair Clubs Toronto West,(416) 638-1010,,mayfairclubs.com,https://www.yelp.ca/biz/bistro-mayfair-clubs-toronto-west-toronto,43.75698,-79.474824,Other
Bistros,"200 Marycroft Avenue
Woodbridge, ON L4L 5X9",Table Seven Bistro,(905) 265-7707,,t7bistro.com,https://www.yelp.ca/biz/table-seven-bistro-woodbridge,43.785102,-79.567399,Other
Bistros,Mayfair Clubs Parkway,Bistro and Bar - Mayfair Clubs Toronto Parkway,(905) 475-0350,,mayfairclubs.com/amenities/bi…,https://www.yelp.ca/biz/bistro-and-bar-mayfair-clubs-toronto-parkway-markham,43.820496,-79.349126,Other
Breakfast & Brunch,Assembly Chef's Hall,Mira Mira,(416) 564-2222,,eatmiramira.com,https://www.yelp.ca/biz/mira-mira-toronto,43.650291,-79.383952,Other
Breakfast & Brunch,St Lawrence Market,Paddington’s Pump,(416) 368-6955,$11-30,,https://www.yelp.ca/biz/paddingtons-pump-toronto,43.649047,-79.37191,Other
Breakfast & Brunch,The Omni King Edward Hotel,Victoria’s Restaurant,(416) 863-4125,$31-60,omnihotels.com/hotels/toronto…,https://www.yelp.ca/biz/victorias-restaurant-toronto,43.64936,-79.37623,Other
Breakfast & Brunch,Hudson's Bay Centre,La Prep,(416) 323-9700,$11-30,laprep.com,https://www.yelp.ca/biz/la-prep-toronto,43.671066,-79.385743,Other
Breakfast & Brunch,"2104 Highway 7 W
Concord, ON L4K 2S9",Kotsy’s,(905) 738-5038,Under $10,kotsys7.com,https://www.yelp.ca/biz/kotsys-concord,43.802124,-79.494626,Other
Breakfast & Brunch,Sunnybrook Health Sciences Centre,Druxy’s Famous Deli,(416) 487-3700,Under $10,druxys.com,https://www.yelp.ca/biz/druxys-famous-deli-toronto-19,43.72161,-79.375924,Other
Breakfast & Brunch,Royal Ontario Museum,Druxy’s Famous Deli,(647) 818-3725,,druxys.com,https://www.yelp.ca/biz/druxys-famous-deli-toronto-34,43.667563,-79.39519,Other
Breakfast & Brunch,"4441 Highway 7
Woodbridge, ON L4L 5W6",Galaxie Diner,(905) 264-7244,Under $10,,https://www.yelp.ca/biz/galaxie-diner-woodbridge,43.784848,-79.569376,Other
Breakfast & Brunch,"31 Colossus Dr
Woodbridge, ON L4L 9K4",Symposium Cafe Restaurant & Lounge,(905) 265-1099,$11-30,symposiumcafe.com,https://www.yelp.ca/biz/symposium-cafe-restaurant-and-lounge-woodbridge-2,43.785089,-79.544597,Other
Breakfast & Brunch,Scotia Plaza,Druxy’s Famous Deli,(416) 306-1954,Under $10,druxys.com,https://www.yelp.ca/biz/druxys-famous-deli-toronto-10,43.649517,-79.379636,Other
Breakfast & Brunch,"9-371 Bradwick Drive
Concord, ON L4K 2P4",Mercatino Ristorante,(905) 761-0706,$11-30,mercatino.ca,https://www.yelp.ca/biz/mercatino-ristorante-concord,43.816445,-79.483216,Other
Breakfast & Brunch,"8051 Yonge St
Thornhill, ON L3T 2C5",Eggsmart,(905) 709-5873,$11-30,eggsmart.ca,https://www.yelp.ca/biz/eggsmart-thornhill,43.82242,-79.425892,Other
Breakfast & Brunch,"8401 Weston Rd
Woodbridge, ON L4L 1A6",Cora’s Breakfast & Lunch,(905) 850-8950,$11-30,chezcora.com,https://www.yelp.ca/biz/coras-breakfast-and-lunch-woodbridge,43.806964,-79.55102,Other
Breakfast & Brunch,"7700 Bathurst Street
Thornhill, ON L4J 7Y3",Cafe Sheli,(905) 762-0640,$11-30,dairytreats.com/cafesheli/inf…,https://www.yelp.ca/biz/cafe-sheli-thornhill,43.80985,-79.451545,Other
Breakfast & Brunch,"2900 Steeles Avenue E
Thornhill, ON L3T 4E1",Judy’s Fine Foods & Bakery,(905) 731-8228,Under $10,judysfinefoodandbakery.com,https://www.yelp.ca/biz/judys-fine-foods-and-bakery-thornhill,43.812878,-79.359536,Other
Breakfast & Brunch,"1 Promenade Circle
Thornhill, ON L4J 4P8",Pickle Barrel,(905) 764-3444,$11-30,picklebarrel.ca,https://www.yelp.ca/biz/pickle-barrel-thornhill,43.807726,-79.452203,Other
Breakfast & Brunch,"4000 Steeles Avenue W
Unit 22
Woodbridge, ON L4L 4V9",Bollywood Restaurant,(905) 605-1800,,Www.Bollywoodrestaurant.ca,https://www.yelp.ca/biz/bollywood-restaurant-woodbridge,43.769574,-79.552041,Other
Buffets,"8635 Keele Street
Concord, ON L4K 2N1",The Spice Room,(905) 597-7423,$11-30,,https://www.yelp.ca/biz/the-spice-room-concord,43.822123,-79.504007,Other
Buffets,"200 Queen's Plate Drive
Rexdale, ON M9W 6V1",Mandarin Restaurant - Rexdale,(416) 746-6000,$11-30,mandarinrestaurant.com,https://www.yelp.ca/biz/mandarin-restaurant-rexdale-rexdale,43.71972,-79.596013,Other
Buffets,"4000 Steeles Avenue W
Unit 22
Woodbridge, ON L4L 4V9",Bollywood Restaurant,(905) 605-1800,,Www.Bollywoodrestaurant.ca,https://www.yelp.ca/biz/bollywood-restaurant-woodbridge,43.769574,-79.552041,Other
Burgers,"7123 Yonge Street
Thornhill, ON L3T 2A8",Golden Star Burgers,(905) 889-6891,$11-30,goldenstarburgers.com,https://www.yelp.ca/biz/golden-star-burgers-thornhill,43.801586,-79.420586,Other
Burgers,"10 Disera Drive
Thornhill, ON L4J 9G7",Boneyard Grill,(905) 762-0825,$11-30,boneyardgrill.com,https://www.yelp.ca/biz/boneyard-grill-thornhill,43.810509,-79.454233,Other
Burgers,Yonge Sheppard Centre,A&W,(416) 225-0786,,web.aw.ca,https://www.yelp.ca/biz/a-and-w-toronto-34,43.762509,-79.410532,Other
Burgers,Dufferin Mall,McDonald’s,(416) 537-0934,,mcdonalds.com/ca/en-ca.html,https://www.yelp.ca/biz/mcdonalds-toronto-113,43.655165,-79.433839,Other
Burgers,Bayview Village Shopping Centre,South St Burger,(647) 350-1518,$11-30,southstburger.com,https://www.yelp.ca/biz/south-st-burger-north-york-2,43.768732,-79.386753,Other
Burgers,Dufferin Mall,Mcdonalds,(416) 537-8169,,mcdonalds.com/ca,https://www.yelp.ca/biz/mcdonalds-toronto-88,43.656013,-79.435247,Other
Burgers,"7000 Bathurst Street
Thornhill, ON L4J 7L1",Howie T’s Burger Bar,(905) 597-1606,$11-30,howiets.ca,https://www.yelp.ca/biz/howie-ts-burger-bar-thornhill,43.794293,-79.446274,Other
Burgers,Walmart,McDonald’s,(416) 247-2030,,mcdonalds.com/ca,https://www.yelp.ca/biz/mcdonalds-toronto-97,43.708679,-79.473593,Other
Burgers,"1000 Rowntree Dairy Rd
Woodbridge, ON L4L 5X3",Harvey’s Restaurants,(905) 856-3879,,harveys.ca,https://www.yelp.ca/biz/harveys-restaurants-woodbridge-3,43.784138,-79.568114,Other
Burgers,"4100 Steeles Avenue W
Woodbridge, ON L4L 3S8",Wendy’s,(905) 265-8212,$11-30,wendys.ca,https://www.yelp.ca/biz/wendys-woodbridge-8,43.768659,-79.555009,Other
Burgers,"3733 Highway 7 W
Petro Canada
Woodbridge, ON L4L 9H4",A&W,(905) 264-0041,,web.aw.ca,https://www.yelp.ca/biz/a-and-w-woodbridge-3,43.788915,-79.546665,Other
Burgers,"269 Rexdale Blvd
Rexdale, ON M9W 1P7",Harvey’s Restaurants,(416) 746-2057,,harveys.ca,https://www.yelp.ca/biz/harveys-restaurants-rexdale,43.712279,-79.577259,Other
Burgers,"700 Centre Street
Thornhill, ON L4J 0A7",Mcdonald’s,(905) 707-9158,,mcdonalds.com/ca/en-ca,https://www.yelp.ca/biz/mcdonalds-thornhill-3,43.811919,-79.451886,Other
Burgers,"2116 Kipling Avenue
Rexdale, ON M9W 4K5",McDonald’s,(416) 743-8100,,mcdonalds.com,https://www.yelp.ca/biz/mcdonalds-rexdale,43.717628,-79.570118,Other
Burgers,"2936 Finch Avenue E
AGINCOURT, ON M1W 2T4",McDonald’s,(416) 497-2166,Under $10,mcdonalds.com/ca,https://www.yelp.ca/biz/mcdonalds-agincourt,43.794282,-79.32994,Other
Burgers,Malvern Town Center,McDonald’s,(416) 754-8071,,mcdonalds.com/ca/en-ca,https://www.yelp.ca/biz/mcdonalds-scarborough-19,43.806722,-79.222107,Other
Burgers,"300 Steeles Avenue W
Thornhill, ON L4J 1A1",McDonald’s,(905) 886-5200,Under $10,mcdonalds.com/ca,https://www.yelp.ca/biz/mcdonalds-thornhill,43.79622,-79.430139,Other
Burgers,"6170 Bathurst Street
Willowdale, ON M2R 2A2",McDonalds,(416) 226-0351,Under $10,mcdonalds.com/ca/en-ca,https://www.yelp.ca/biz/mcdonalds-willowdale,43.789917,-79.446631,Other
Burgers,"3850 Sheppard Avenue E
Agincourt, ON M1T 3L4",McDonald’s,(416) 754-4337,Under $10,mcdonalds.com/ca/l,https://www.yelp.ca/biz/mcdonalds-agincourt-2,43.784517,-79.291325,Other
Burgers,"2267 Highway 7
Concord, ON L4K 1V7",A&W,(905) 532-0887,,web.aw.ca/en,https://www.yelp.ca/biz/a-and-w-concord-3,43.79953,-79.500467,Other
Burgers,CF Fairview Mall,McDonald’s,(416) 756-9908,Under $10,mcdonalds.com,https://www.yelp.ca/biz/mcdonalds-north-york-18,43.775996,-79.343249,Other
Burgers,Jane Finch Mall,McDonalds,(416) 636-7601,$11-30,mcdonalds.com/ca/en-ca.html,https://www.yelp.ca/biz/mcdonalds-downsview,43.757294,-79.514073,Other
Burgers,"101 Edgeley Boulevard
Concord, ON L4L 4Z4",Mcdonald’s,(905) 761-8368,,mcdonalds.com/ca,https://www.yelp.ca/biz/mcdonalds-concord-18,43.7961,-79.53121,Other
Burgers,"1 Promenade Circle
Thornhill, ON L4J 4P8",McDonald’s,(905) 709-0812,Under $10,mcdonalds.com/ca,https://www.yelp.ca/biz/mcdonalds-thornhill-2,43.806584,-79.45187,Other
Burmese,"6621 Niagara Falls Blvd
Niagara Falls, NY 14304
United States",Mandalay Restaurant and Bar,(716) 283-8100,US$11-30,,https://www.yelp.ca/biz/mandalay-restaurant-and-bar-niagara-falls,43.088888,-78.987504,Other
Cafes,Assembly Chef's Hall,Bulldog Coffee,(416) 606-2275,Under $10,assemblychefshall.com,https://www.yelp.ca/biz/bulldog-coffee-toronto-3,43.650291,-79.383952,Other
Cafes,"398 Steeles Avenue W
Unit 9
Thornhill, ON L4J 6X3",La Vida Cocoa Craft Bakery & Cafe,(905) 764-5555,Under $10,lavidacocoa.ca,https://www.yelp.ca/adredir?ad_business_id=PvAARwsGKb9BcytkxtNqJQ&campaign_id=wuLDqtZV3kDKlxPKRUQEJA&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fla-vida-cocoa-craft-bakery-and-cafe-thornhill&request_id=5d45b59d74791c2e&signature=87036dadaf14c0fa616d809331cbb4c735a877e324afaa0c84430a7e5fc4f459&slot=0,43.795329,-79.434772,Other
Cafes,Holt Renfrew Centre,holts café,(416) 960-7817,$11-30,holtrenfrew.com,https://www.yelp.ca/biz/holts-caf%C3%A9-toronto-4,43.67034,-79.388262,Other
Cafes,Assembly Chef's Hall,Nutbar,(647) 557-5993,Under $10,assemblychefshall.com,https://www.yelp.ca/biz/nutbar-toronto-2,43.650291,-79.383952,Other
Cafes,"109 Lakeshore Road E
Port Credit, ON L5G 1E2",Archtop Cafe,(905) 278-2233,Under $10,archtopcafe.com,https://www.yelp.ca/biz/archtop-cafe-port-credit,43.553613,-79.583199,Other
Cafes,Maple Leaf Gardens,Nutella Cafe,,Under $10,,https://www.yelp.ca/biz/nutella-cafe-toronto-4,43.661961,-79.379838,Other
Cafes,Holt Renfrew,Colette Grand Cafe - Yorkdale,(416) 789-6644,,colettegrandcafe.com/location…,https://www.yelp.ca/biz/colette-grand-cafe-yorkdale-toronto,43.724684,-79.454173,Other
Cafes,Holt Renfrew Centre,Holts Gourmet,(416) 355-2833,$11-30,,https://www.yelp.ca/biz/holts-gourmet-toronto,43.670175,-79.387632,Other
Cafes,"7380 Bathurst Street
Thornhill, ON L4J 7M1",Amadeus Patisserie,(905) 882-9957,$31-60,amadeuspatisserie.com,https://www.yelp.ca/biz/amadeus-patisserie-thornhill,43.802196,-79.448205,Other
Cafes,"398 Steeles Avenue W
Unit 9
Thornhill, ON L4J 6X3",La Vida Cocoa Craft Bakery & Cafe,(905) 764-5555,Under $10,lavidacocoa.ca,https://www.yelp.ca/biz/la-vida-cocoa-craft-bakery-and-cafe-thornhill,43.795329,-79.434772,Other
Cafes,"31 Colossus Dr
Woodbridge, ON L4L 9K4",Symposium Cafe Restaurant & Lounge,(905) 265-1099,$11-30,symposiumcafe.com,https://www.yelp.ca/biz/symposium-cafe-restaurant-and-lounge-woodbridge-2,43.785089,-79.544597,Other
Cafes,"7540 Weston Road
Woodbridge, ON L4L 9L9",Caffe Demetre,(905) 265-0404,$11-30,demetres.com,https://www.yelp.ca/biz/caffe-demetre-woodbridge-2,43.786398,-79.547724,Other
Cafes,"7181 Yonge Street
Unit #245
Thornhill, ON L3T 0C7",Les Entremets,(905) 597-1098,,,https://www.yelp.ca/biz/les-entremets-thornhill,43.803245,-79.419478,Other
Cambodian,"7887 Weston Road
Woodbridge, ON L4L 2V5",Dong Nai River Restaurant,(905) 264-8811,Under $10,,https://www.yelp.ca/biz/dong-nai-river-restaurant-woodbridge,43.792532,-79.547604,Other
Canadian (New),First Canadian Place,King Taps,(647) 361-2025,$11-30,kingtaps.com,https://www.yelp.ca/biz/king-taps-toronto,43.649034,-79.381805,Other
Canadian (New),First Canadian Place,Cactus Club Cafe,(647) 748-2025,$31-60,cactusclubcafe.com,https://www.yelp.ca/biz/cactus-club-cafe-toronto,43.649384,-79.382507,Other
Canadian (New),Windsor Arms Hotel,The Living Room,(416) 971-9666,$31-60,windsorarmshotel.com/dining/l…,https://www.yelp.ca/biz/the-living-room-toronto-2,43.668808,-79.390552,Other
Canadian (New),Isabella Hotel,Gabby’s at the Isabella Hotel,(416) 515-2000,$11-30,gabbys.ca,https://www.yelp.ca/biz/gabbys-at-the-isabella-hotel-toronto-2,43.66968,-79.375783,Other
Canadian (New),"40 Colossus Drive
Woodbridge, ON L4L 0B7",Earls Kitchen + Bar,(905) 851-9600,$11-30,earls.ca,https://www.yelp.ca/biz/earls-kitchen-bar-woodbridge,43.787148,-79.543384,Other
Canadian (New),"1250 S Service Road
Lakeview, ON L5E 1V4",DQ Julius,,Under $10,,https://www.yelp.ca/biz/dq-julius-lakeview,43.593026,-79.568948,Other
Canadian (New),"1 Promenade Circle
Thornhill, ON L4J 4P8",Pickle Barrel,(905) 764-3444,$11-30,picklebarrel.ca,https://www.yelp.ca/biz/pickle-barrel-thornhill,43.807726,-79.452203,Other
Caribbean,"4000 Steeles Avenue W
Unit 14
Woodbridge, ON L4L 4V9",Belleeny’s Martini,(905) 264-0001,$11-30,belleenyslounge.com,https://www.yelp.ca/biz/belleenys-martini-woodbridge,43.769841,-79.552044,Other
Caribbean,"4000 Steeles Ave
Woodbridge, ON L4L 4R8",Ace of Hearts,(905) 605-6650,,,https://www.yelp.ca/biz/ace-of-hearts-woodbridge,43.769574,-79.552041,Other
Chicken Shop,Assembly Chef's Hall,Love Chix,(647) 557-5993,,assemblychefshall.com,https://www.yelp.ca/biz/love-chix-toronto-3,43.650291,-79.383952,Other
Chicken Wings,Assembly Chef's Hall,DaiLo,,,,https://www.yelp.ca/biz/dailo-toronto-3,43.650291,-79.383952,Other
Chicken Wings,"355 Pitfield Road
Scarobrough, ON M1S 3E5",Pioneers Pizza,(416) 298-4444,$11-30,,https://www.yelp.ca/biz/pioneers-pizza-scarobrough,43.786828,-79.258417,Other
Chicken Wings,"340 Frontage Road W
Virden, MB R0M 2C0",Pizza Pizza,(416) 967-1111,,pizzapizza.ca,https://www.yelp.ca/biz/pizza-pizza-virden,43.643639,-79.391872,Other
Chicken Wings,"3040 Don Mills Road
Don Mills, ON M2J 3C3",Pizza Pizza,(416) 967-1111,Under $10,pizzapizza.ca,https://www.yelp.ca/biz/pizza-pizza-don-mills,43.78587,-79.352647,Other
Chicken Wings,"7028 Yonge Street
Thornhill, ON L4J 1V7",KFC/Taco Bell,(905) 707-0340,Under $10,,https://www.yelp.ca/biz/kfc-taco-bell-thornhill,43.798117,-79.4201,Other
Chicken Wings,"200 Whitmore Road
Woodbridge, ON L4L 7K4",Shoeless Joe’s Sports Grill,(905) 264-6120,,shoelessjoes.ca,https://www.yelp.ca/biz/shoeless-joes-sports-grill-woodbridge,43.786536,-79.557073,Other
Chicken Wings,"1700 Wilson Avenue
Unit 193
Downsview, ON M3L 1B2",Pizza Pizza,(416) 967-1111,,pizzapizza.ca,https://www.yelp.ca/biz/pizza-pizza-downsview,43.720051,-79.51296,Other
Chicken Wings,"7694 Islington Avenue
Unit 5
Woodbridge, ON L4L 1W3",Pizza Pizza,(416) 967-1111,,pizzapizza.ca,https://www.yelp.ca/biz/pizza-pizza-woodbridge,43.779345,-79.588011,Other
Chicken Wings,"7600 Weston Road
Woodbridge, ON L4L 8B7",Pizza Pizza,(416) 967-1111,,pizzapizza.ca,https://www.yelp.ca/biz/pizza-pizza-woodbridge-3,43.788489,-79.548258,Other
Chinese,DoubleTree by Hilton,Lai Wah Heen,(416) 977-9899,$31-60,laiwahheen.com,https://www.yelp.ca/biz/lai-wah-heen-toronto,43.654671,-79.386172,Other
Chinese,Bridlewood Mall,Hutaoli Music Restaurant Bar,(416) 756-7273,,,https://www.yelp.ca/biz/hutaoli-music-restaurant-bar-toronto,43.798668,-79.318138,Other
Chinese,DaiLo,LoPan,(647) 341-8882,$31-60,dailoto.com,https://www.yelp.ca/biz/lopan-toronto,43.655799,-79.4099,Other
Chinese,Centerpoint Mall,Congee Queen,(416) 733-8388,$11-30,congeequeen.com,https://www.yelp.ca/biz/congee-queen-toronto-4,43.79575,-79.421812,Other
Chinese,Chartwell Shopping Centre,Canton Rice Noodle,(647) 349-8028,Under $10,,https://www.yelp.ca/biz/canton-rice-noodle-toronto,43.797802,-79.270832,Other
Chinese,Bridlewood Mall,Super Taste Noodle House,(647) 352-2882,Under $10,,https://www.yelp.ca/biz/super-taste-noodle-house-toronto,43.798263,-79.318518,Other
Chinese,"5 Glen Cameron Road
Thornhill, ON L3T 5W2",Legend Chinese Restaurant,(905) 882-6272,$11-30,legendchineserestaurant.com,https://www.yelp.ca/biz/legend-chinese-restaurant-thornhill,43.804788,-79.420499,Other
Chinese,"4555 Highway 7 W
Unit B-1
Woodbridge, ON L4L 1S6",Golden China Cuisine,(905) 856-3888,,goldenchinawoodbridge.com,https://www.yelp.ca/biz/golden-china-cuisine-woodbridge,43.783867,-79.574445,Other
Chinese,"3850 Steeles Avenue W
Woodbridge, ON L4L 4Y6",Steeles Garden,(905) 850-7740,$11-30,,https://www.yelp.ca/biz/steeles-garden-woodbridge,43.771126,-79.545275,Other
Chinese,"2104 Highway 7
Unit 1
Concord, ON L4K 2S9",Szechuan Spice,(905) 597-2988,$11-30,szechuanspicerestaurant.com,https://www.yelp.ca/biz/szechuan-spice-concord,43.80241,-79.494092,Other
Chinese,"398 Steeles Avenue W
Thornhill, ON L4J 6X3",Sunny Dragon Restaurant,(905) 707-5550,$11-30,,https://www.yelp.ca/biz/sunny-dragon-restaurant-thornhill,43.795176,-79.43473,Other
Chinese,"4000 Steeles Avenue W
Woodbridge, ON L4L 4V9",Wok With Yu,(905) 856-3109,Under $10,wok-with-yu.com,https://www.yelp.ca/biz/wok-with-yu-woodbridge,43.769476,-79.55213,Other
Chinese,"8575 Keele Street
Concord, ON L4K 3P4",Aster Garden Restaurant,(905) 738-3677,$11-30,astergarden.ca,https://www.yelp.ca/biz/aster-garden-restaurant-concord,43.819434,-79.504126,Other
Chinese,"7700 Bathurst Street
Thornhill, ON L4J 7Y3",Cynthia’s Chinese Restaurant,(905) 882-8887,$11-30,cynthiaschinese.com,https://www.yelp.ca/biz/cynthias-chinese-restaurant-thornhill,43.809367,-79.450344,Other
Chinese,"Promenade Mall
1 Promenade Circle
Thornhill, ON L4J 4P8",Congee Wong,(905) 882-8188,$11-30,congee-wong.com,https://www.yelp.ca/biz/congee-wong-thornhill,43.809705,-79.453522,Other
Chinese,"42 Rexdale Boulevard
Rexdale, ON M9W 5Z3",Faley Restaurant,(416) 746-4948,Under $10,faleyrestaurant.ca,https://www.yelp.ca/biz/faley-restaurant-rexdale,43.713599,-79.558954,Other
Chinese,"2930 Steeles Avenue E
Thornhill, ON L3T 7X1",Congee Queen,(905) 731-3880,$11-30,congeequeen.com,https://www.yelp.ca/biz/congee-queen-thornhill,43.81252,-79.357413,Other
Chinese,"200 Queen's Plate Drive
Rexdale, ON M9W 6V1",Mandarin Restaurant - Rexdale,(416) 746-6000,$11-30,mandarinrestaurant.com,https://www.yelp.ca/biz/mandarin-restaurant-rexdale-rexdale,43.71972,-79.596013,Other
Chinese,"30 Disera Drive
Suite 110
Thornhill, ON L4J 0A7",Maple Sushi,(905) 709-2238,$31-60,maplesushi.ca,https://www.yelp.ca/biz/maple-sushi-thornhill,43.811847,-79.454291,Other
Chinese,"4300 Steeles Avenue E
Suite F28D
Thornhill, ON L3R 0Y5",Spicy Legend,(647) 863-0630,,,https://www.yelp.ca/biz/spicy-legend-thornhill,43.811991,-79.35759,Other
Chinese,"5 Glen Cameron Rd
Thornhill, ON L3T 2A9",Tian Xin Place,(905) 707-7990,$11-30,,https://www.yelp.ca/biz/tian-xin-place-thornhill,43.805674,-79.419791,Other
Chinese,"243 Sheppard Avenue E
Willowdale, ON M2N 3A8",Dragon House,(416) 221-5569,$11-30,dragonhouse.ca,https://www.yelp.ca/biz/dragon-house-willowdale,43.764814,-79.39593,Other
Chinese,"7000 Bathurst Street
Unite C-6
Thornhill, ON L4J 7L1",Golden Chopsticks,(905) 760-2789,$31-60,goldenchopstick.ca,https://www.yelp.ca/biz/golden-chopsticks-thornhill,43.793158,-79.445982,Other
Chinese,"2900 Steeles Ave E
Thornhill, ON L3T 4X1",King’s Wok House,(905) 731-4333,,,https://www.yelp.ca/biz/kings-wok-house-thornhill,43.811561,-79.359461,Other
