Category,Restaurant Address,Restaurant Name,Restaurant Phone,Restaurant Price Range,Restaurant Website,Restaurant Yelp URL,Restaurant Latitude,Restaurant Longitude,City
Cafes,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=4eb95e0393a9485d&signature=9b05a47bfa7096d3f61690fc4fe629d4290d5a53e130293a62ffa6a661639caf&slot=0,43.69411,-79.342661,East York
Cafes,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=1f0129e5fe20f8e4&signature=0196f23994b0e0a954faaa7827363354aa9230e9fc144a043fc18ad892be25ac&slot=0,43.69411,-79.342661,East York
Cafes,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=c2906ec378fd2705&signature=91acf380d455723375645dbdfbba8bb62ca3370ed52c3a34e5188e32b11b8211&slot=1,43.69411,-79.342661,East York
Cafes,"840 Coxwell Ave
East York, ON M4C 5T2",Apple Cafe,(416) 406-5611,,,https://www.yelp.ca/biz/apple-cafe-east-york,43.690016,-79.327104,East York
Cafes,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=e2f9a94fbacd7920&signature=79d7ec65f9d095fb1d809f44a9bb580f6638d7523dd02a8b6462d048961ed343&slot=1,43.69411,-79.342661,East York
Cafes,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=3ef6511dedacc3bd&signature=9178d87581e8c55cd6215cd001abbf83bf67c34b906c3abf7066903aad8692bc&slot=0,43.69411,-79.342661,East York
Cafes,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=ada9bbed5f25546d&signature=cc1c3e88c5fae60b4eea71b5ce20a26ab5af05f9161c43d785e7340d19599983&slot=1,43.69411,-79.342661,East York
Cafes,"26 Overlea Blvd
East York, ON M4H 1A4",Tim Hortons,(416) 422-1831,Under $10,,https://www.yelp.ca/biz/tim-hortons-east-york-2,43.705059,-79.349901,East York
Cafes,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=461cd032998b4db9&signature=7bd4801fc26dcf51bb8d5d054f5e95c81a6e6133d4eb786a78b79f7fe12cff19&slot=1,43.69411,-79.342661,East York
Cafes,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=ab4da3ff2475a241&signature=305487f4d8f13b83c816044d78852f71de73d5a2afd0e8e0c08d8808c8656cdf&slot=0,43.69411,-79.342661,East York
Canadian (New),"1039 Pape Avenue
East York, ON M4K 3W1",East York Restaurant,(416) 421-1686,Under $10,,https://www.yelp.ca/biz/east-york-restaurant-east-york,43.688941,-79.34836,East York
Canadian (New),"146 Laird Drive
East York, ON M4G 3V7",Golden Griddle Restaurant,(416) 429-6422,$11-30,goldengriddlecorp.com,https://www.yelp.ca/biz/golden-griddle-restaurant-east-york,43.708836,-79.363062,East York
Caribbean,"420 Dawes Road
East York, ON M4B 2E8",Filipino Caribbean Restaurant,(416) 755-4617,,,https://www.yelp.ca/biz/filipino-caribbean-restaurant-east-york,43.701615,-79.297177,East York
Chicken Wings,"1641 Bayview Avenue
East York, ON M4G 3C1",Pizza Pizza,(416) 967-1111,,pizzapizza.ca,https://www.yelp.ca/biz/pizza-pizza-east-york-2,43.707098,-79.375444,East York
Chicken Wings,"62 Overlea Blvd
East York, ON M4H 1C4",Popeyes Louisiana Kitchen,(416) 696-2786,Under $10,,https://www.yelp.ca/biz/popeyes-louisiana-kitchen-east-york,43.707861,-79.343364,East York
Chicken Wings,"796 O'Connor Drive
East York, ON M4B 2T1",Pizza Pizza,(416) 967-1111,,pizzapizza.ca,https://www.yelp.ca/biz/pizza-pizza-east-york-3,43.705143,-79.313112,East York
Chinese,"854 Millwood Rd
East York, ON M4G 1W6",China Food,(416) 421-3833,Under $10,,https://www.yelp.ca/biz/china-food-east-york,43.704546,-79.366364,East York
Chinese,"348 Donlands Avenue
East York, ON M4J 3S1",Donlands Garden Chinese Restaurant,(647) 347-4443,$11-30,,https://www.yelp.ca/biz/donlands-garden-chinese-restaurant-east-york,43.693283,-79.342709,East York
Chinese,"1025 Coxwell Ave
East York, ON M4C 3G4",Eden Chinese Food,(416) 461-0813,Under $10,,https://www.yelp.ca/biz/eden-chinese-food-east-york,43.697198,-79.328958,East York
Chinese,"62 Overlea Blvd
East York, ON M4H 1C4",Viva Chinese Food,(416) 423-3222,Under $10,,https://www.yelp.ca/biz/viva-chinese-food-east-york,43.707861,-79.343364,East York
Chinese,"420 Dawes Rd
East York, ON M4B 2E8",Chinese Recipe,(416) 288-8288,,,https://www.yelp.ca/biz/chinese-recipe-east-york,43.701615,-79.297177,East York
Creperies,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=75e927dae74cda60&signature=5656acbd9c77c77d9e99840443bdcab9cb3eabcd9237af193bb50db224184f8e&slot=0,43.69411,-79.342661,East York
Delis,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=f09feabe06c8a19f&signature=ed4c4fade4c2eac64a99831b0cc5dec2772b448226d6a347a66a633ac35284e9&slot=0,43.69411,-79.342661,East York
Delis,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=d1c22839a861de73&signature=4cfed47d84bac4c0aa18246cba8f4de3d6e0af95da6794d5851af07e2df37b0b&slot=1,43.69411,-79.342661,East York
Delis,"213 Oak Park Avenue
East York, ON M4C 4N2",Oak Park Deli,(416) 424-3354,Under $10,oakparkdeli.com,https://www.yelp.ca/biz/oak-park-deli-east-york,43.693754,-79.310211,East York
Delis,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=a3880623f750fa04&signature=b42e76622a33063438a662601ab3ca38f49bef75db0e96a4e9f284de11756031&slot=1,43.69411,-79.342661,East York
Delis,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=5e6410c6c70e5120&signature=eedc82119aeaa800dea975c0c687eaec4509666f4ed4cea9b0ef1a9c509daebd&slot=1,43.69411,-79.342661,East York
Delis,"1006 Avenue Pape
East York, ON M4K 3V9",C Market,(416) 850-7912,,,https://www.yelp.ca/biz/c-market-east-york,43.688634,-79.348687,East York
Delis,"469 Cosburn Avenue
East York, ON M4J 2N6",Karlovo,(416) 421-5207,,karlovo.com,https://www.yelp.ca/biz/karlovo-east-york-3,43.692799,-79.334121,East York
Delis,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/biz/select-bakery-east-york,43.69411,-79.342661,East York
Delis,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=ecfb9a18f0642142&signature=8d77588e116dce9d33d2dfe18908dc6d31d3a69b8c7f821c428188a3fa68948f&slot=0,43.69411,-79.342661,East York
Delis,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=659d13b5d5b20a92&signature=24a05630a89b00ac3761343a9df6397bafbd80cf41e11fd9fbd801d74787608f&slot=1,43.69411,-79.342661,East York
Delis,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=1255d52dbcba966a&signature=94537f6028d9117fa1b94493a2b3d02ba5cd72f4e159317d186c2dc5c4f9dd04&slot=0,43.69411,-79.342661,East York
Delis,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=9d1bdef33b93ee50&signature=2e3b8edba8550763c2627e90e2074123c700e3305c02aead63070a227e2011ff&slot=0,43.69411,-79.342661,East York
Delis,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=36b700612ac100ea&signature=fde7d36c1534c3042e38f7ab8efb0a29c40e3402b9779587b33f30f3a7b301fb&slot=1,43.69411,-79.342661,East York
Delis,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=a70c1cd96b9f96b1&signature=ae9ddb43bf447dc8b54341676464a1d2ac79977b37569d66d1dc8fe2decc43d1&slot=0,43.69411,-79.342661,East York
Delis,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=948daf4b9a118391&signature=962ea0a0dbe7241ed3615238bbfc24138690d8b1bfa76778bd9a0fc42017ef4b&slot=1,43.69411,-79.342661,East York
Diners,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=ad8e217a06d2d25d&signature=e410fc654297c6d51a23c55095159a5a16892ae7e7bf519ad3e3188338336b86&slot=1,43.69411,-79.342661,East York
Diners,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=94d6c84dad36ba30&signature=94553f2357257139f25749b3bc36558007688dedc9278d36a9cb76d301f6fba7&slot=0,43.69411,-79.342661,East York
Diners,"2859 St. Clair Avenue E
East York, ON M4B 1N4",St. Clair Diner,(416) 755-8882,,stclairdiner.ca,https://www.yelp.ca/biz/st-clair-diner-east-york,43.707303,-79.303635,East York
Diners,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=ecb7c843463128e9&signature=3b9e8e21b308738260cf337d5183296cc18eab82d0516df572f628caef1b272b&slot=0,43.69411,-79.342661,East York
Diners,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=b2364de80e765046&signature=911ccca7306d86a713473001126d4ecbaef8332d781bdca7912a0ae1ceee6079&slot=1,43.69411,-79.342661,East York
Falafel,"1011 Pape Avenue
East York, ON M4K 3V8",Shawarma Frenzy,(416) 696-5565,Under $10,,https://www.yelp.ca/biz/shawarma-frenzy-east-york,43.688014,-79.348322,East York
Fast Food,"62 Overlea Blvd
East York, ON M4H 1C4",Popeyes Louisiana Kitchen,(416) 696-2786,Under $10,,https://www.yelp.ca/biz/popeyes-louisiana-kitchen-east-york,43.707861,-79.343364,East York
Fast Food,"3003 Danforth AVe
East York, ON M4C 1M9",Burger King,(416) 686-7191,Under $10,,https://www.yelp.ca/biz/burger-king-east-york-2,43.690258,-79.292551,East York
Fast Food,"1040 Broadview Avenue
East York, ON M4K 2S2",Dairy Queen,(416) 425-2261,Under $10,dairyqueen.com,https://www.yelp.ca/biz/dairy-queen-east-york,43.684184,-79.356882,East York
Fast Food,"26 Overlea Blvd
East York, ON M4H 1A4",Wendy’s,(416) 467-1600,Under $10,,https://www.yelp.ca/biz/wendys-east-york,43.705059,-79.349901,East York
Fast Food,"134 O'connor Dr
East York, ON M4J 2S4",Rixo Fast Food Boutique,(416) 425-3718,,,https://www.yelp.ca/biz/rixo-fast-food-boutique-east-york,43.693437,-79.349955,East York
Filipino,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=a3ee91363e9dd8a4&signature=695b815014ccd50458ae0e536b0a3612fe63140dda35e19bfae1b19c5b0afd77&slot=1,43.69411,-79.342661,East York
Filipino,"310 Donlands Avenue
East York, ON M4J 3R9",Ritz Restaurant,(416) 421-4696,Under $10,,https://www.yelp.ca/biz/ritz-restaurant-east-york,43.691847,-79.341976,East York
Filipino,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=d1e82e0941ce17c3&signature=ba5a2fe226dbef42c87fc68b3cd581b6ae4a7aea98c4c95599ff0e5ec3dee8dd&slot=0,43.69411,-79.342661,East York
Filipino,"405 Donlands Avenue
East York, ON M4J 3S2",Select Bakery,(416) 421-2400,$11-30,selectbakery.ca,https://www.yelp.ca/adredir?ad_business_id=09OYbFNrS1n8u5gE6W9ItA&campaign_id=zqjYBES0qoedpZZdzbajhQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fselect-bakery-east-york&request_id=99ec2e80ddb05886&signature=b56fbb1cd11b7fd39eb9f3691002bf286932ac5adadafa2dd5dfb993606373e0&slot=1,43.69411,-79.342661,East York
Filipino,"420 Dawes Road
East York, ON M4B 2E8",Filipino Caribbean Restaurant,(416) 755-4617,,,https://www.yelp.ca/biz/filipino-caribbean-restaurant-east-york,43.701615,-79.297177,East York
Fish & Chips,"96 Laird Drive
East York, ON M4G 3V3",The Olde Yorke Fish & Chips,(416) 696-9670,$11-30,oldeyorkefishandchips.com,https://www.yelp.ca/biz/the-olde-yorke-fish-and-chips-east-york,43.706109,-79.361876,East York
Fish & Chips,"468 Dawes Road
East York, ON M4B 2E9",Dawes Fish & Chips Plus Coffee,(416) 285-5905,,,https://www.yelp.ca/biz/dawes-fish-and-chips-plus-coffee-east-york,43.702905,-79.296919,East York
Gluten-Free,"1677 Bayview Avenue
East York, ON M4G 3C1",Riz Restaurant On Bayview,(416) 487-8388,$11-30,rizonbayview.com,https://www.yelp.ca/biz/riz-restaurant-on-bayview-east-york,43.707598,-79.375618,East York
