Category,Restaurant Address,Restaurant Name,Restaurant Phone,Restaurant Price Range,Restaurant Website,Restaurant Yelp URL,Restaurant Latitude,Restaurant Longitude,google_place_id,google_formatted_address,google_lat,google_lng,google_types,match_method,status_website_http,outdated_score,outdated_flag,outdated_reason
Asian Fusion,"164 Ossington Avenue
Toronto, ON M6J 2Z7",Hawker Bar,(647) 343-4698,$11-30,hawkerbar.com,https://www.yelp.ca/biz/hawker-bar-toronto,43.648281,-79.420383,ChIJVXEwrf40K4gRqyj8H_4rqjA,"164 Ossington Ave, Toronto, ON M6J 2Z7",43.6479263,-79.4203798,"restaurant,point_of_interest,food,establishment",ids_only+essentials,ok,0,ok,Healthy signals
Asian Fusion,"354 King Street E
Corktown
Toronto, ON M5A 1K9",The Corktown Kitchen,(416) 901-1188,$11-30,corktownkitchen.com,https://www.yelp.ca/biz/the-corktown-kitchen-toronto,43.653248,-79.362348,ChIJ8RWmwD7L1IkRNTguK9F0LAA,"354 King St E, Toronto, ON M5A 1K9",43.6534490,-79.3622397,"restaurant,food,point_of_interest,establishment",ids_only+essentials,dns_error,60,review,Website: dns_error
Asian Fusion,"121 King Street W
Toronto, ON M5H 3T9",Ho Ga Oriental Cuisine,(416) 368-5555,Under $10,,https://www.yelp.ca/biz/ho-ga-oriental-cuisine-toronto,43.647683,-79.383013,ChIJKRz299I0K4gRB2tMVG2FbAg,"121 King St W, Toronto, ON M5H 3X7",43.6476825,-79.3830131,"korean_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Asian Fusion,"499 King Street W
Toronto, ON M5K 1K4",Spice Route Asian Bistro + Bar,(416) 849-1808,$31-60,spiceroute.ca,https://www.yelp.ca/biz/spice-route-asian-bistro-bar-toronto,43.644964,-79.397434,ChIJO7V-s940K4gRzKW26txZlyU,"499 King St W, Toronto, ON M5V 1K4",43.6449224,-79.3975758,"night_club,bar,point_of_interest,establishment",ids_only+essentials,redirect,0,ok,Healthy signals
Asian Fusion,"699 Bloor Street W
Toronto, ON M6G 1L5",The Korean Kitchen,(647) 629-7117,$11-30,,https://www.yelp.ca/biz/the-korean-kitchen-toronto,43.663678,-79.417441,ChIJwefi5Iw0K4gR0ZFtjepxkQQ,"699 Bloor St W, Toronto, ON M6G 1L5",43.6636218,-79.4174547,"korean_restaurant,bar,restaurant,point_of_interest,food,establishment",ids_only+essentials,no_url,15,ok,No website provided
Asian Fusion,"123 Queen St W
Toronto, ON M5H 2N2",Fusion Grill,,Under $10,,https://www.yelp.ca/biz/fusion-grill-toronto,43.651177,-79.38418,ChIJPcLSu800K4gRgnsZ0O5UWTY,"123 Queen St W, Toronto, ON M5H 3M9",43.6511726,-79.3842596,"japanese_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Asian Fusion,"2655 Lawrence Avenue E
Toronto, ON M1P 2S3",Alan’s Filipino Restaurant,(416) 770-5852,Under $10,alansfilipinorestaurant.com,https://www.yelp.ca/biz/alans-filipino-restaurant-toronto,43.751618,-79.263061,ChIJZTpMlOTR1IkRCngCCUEab4o,"2300 Lawrence Ave E, Scarborough, ON M1P 2K9",43.7504681,-79.2755212,"restaurant,food,point_of_interest,establishment",ids_only+essentials,dns_error,60,review,Website: dns_error
Asian Fusion,"350 Bay Street
Toronto, ON M5H 2S6",Sweet Lulu,(416) 504-2322,$11-30,sweetlulu.com,https://www.yelp.ca/biz/sweet-lulu-toronto,43.65041,-79.381347,ChIJEz6gYu41K4gRdYIxUHflgcY,"696 Queen St W, Toronto, ON M6J 1E7",43.6464670,-79.4082308,"asian_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,ok,0,ok,Healthy signals
Asian Fusion,"Toronto, ON M5B",Los Vietnamita Taqueria Shop,(416) 888-0935,,,https://www.yelp.ca/biz/los-vietnamita-taqueria-shop-toronto,43.653133,-79.382928,ChIJt8WfTprN1IkRBknZrGFtOf4,"2644 St Clair Ave E, York, ON M4B 3M1",43.7054327,-79.3136258,"restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Asian Fusion,"409 Spadina Ave
Toronto, ON M5T 2G6",James Cheese Back Ribs,(416) 205-0003,$11-30,jamescheese.ca,https://www.yelp.ca/biz/james-cheese-back-ribs-toronto,43.65687,-79.39924,ChIJEXtpEsE0K4gRSJLzN-MPEt8,"409 Spadina Ave., Toronto, ON M5T 2G6",43.6568829,-79.3992366,"restaurant,food,point_of_interest,establishment",ids_only+essentials,dns_error,60,review,Website: dns_error
Asian Fusion,"348 Donlands Avenue
Toronto, ON M4J 3S1",Guest House Chinese,(647) 347-4443,Under $10,,https://www.yelp.ca/biz/guest-house-chinese-toronto,43.693272,-79.342676,ChIJqUgxMfPM1IkRIpAPNgcosZg,"348 Donlands Ave, East York, ON M4J 3S1",43.6932610,-79.3427619,"chinese_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Asian Fusion,"293 King Street W
Toronto, ON M5V 1J5",Maki My Way,(416) 599-8828,$11-30,makimyway.com,https://www.yelp.ca/biz/maki-my-way-toronto-4,43.646357,-79.390044,ChIJDxDi6tA0K4gRcKCHInmVWL0,"293 King St W, Toronto, ON M5V 1J5",43.6463680,-79.3900349,"japanese_restaurant,bar_and_grill,meal_takeaway,sushi_restaurant,bar,restaurant,food,point_of_interest,establishment",ids_only+essentials,dns_error,60,review,Website: dns_error
Asian Fusion,"832 Yonge Street
Toronto, ON M4W 2H1",Lee Chen Asian Bistro,(416) 901-8869,$11-30,leechenbistro.com,https://www.yelp.ca/biz/lee-chen-asian-bistro-toronto,43.671326,-79.387447,ChIJFzjujK40K4gRjTwmJfPKaec,"813 Yonge St, Toronto, ON M4W 2G8",43.6723759,-79.3874401,"chinese_restaurant,asian_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,ok,0,ok,Healthy signals
Asian Fusion,"958 Saint Clair Avenue W
Toronto, ON M6E 1A1",Pho Lang Van,(416) 658-9989,$11-30,,https://www.yelp.ca/biz/pho-lang-van-toronto,43.679576,-79.436175,ChIJaz1U2nk0K4gRCH_iv2qB-L0,"958 St Clair Ave W, Toronto, ON M6E 1A1",43.6797161,-79.4361725,"vietnamese_restaurant,asian_restaurant,restaurant,point_of_interest,food,establishment",ids_only+essentials,no_url,15,ok,No website provided
Asian Fusion,"1178 The Queensway
Toronto, ON M8Z 1R5",Green Mango Express,(416) 259-6299,$11-30,gmexpress.ca,https://www.yelp.ca/biz/green-mango-express-toronto,43.622065,-79.521842,ChIJ6brwmtE3K4gRm2v_eV4zHLU,"1178 The Queensway, Etobicoke, ON M8Z 1R5",43.6222977,-79.5218606,"restaurant,thai_restaurant,point_of_interest,food,establishment",ids_only+essentials,ssl_error,60,review,Website: ssl_error
Asian Fusion,"1800 The Queensway
Unit 5
Toronto, ON M9C 5H5",The Captain’s Boil,(416) 792-1880,$11-30,thecaptainsboil.com,https://www.yelp.ca/biz/the-captains-boil-toronto-13,43.61565,-79.558763,ChIJndkp9QBIK4gRzoi7OxZ-UPk,"1800 The Queensway #5, Etobicoke, ON M9C 5H5",43.6154256,-79.5590188,"seafood_restaurant,asian_restaurant,american_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,redirect,0,ok,Healthy signals
Asian Fusion,"610 Gerrard Street E
Toronto, ON M4M 1Y3",Pho East,(647) 349-8868,$11-30,,https://www.yelp.ca/biz/pho-east-toronto,43.665809,-79.351546,ChIJY5oc5avL1IkRKp3AenZrHNI,"610 Gerrard St E, Toronto, ON M4M 1Y3",43.6658125,-79.3515217,"restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Asian Fusion,"10 Ravel Road
Unit 1-2
Toronto, ON M2H 1S8",Petit Potato,(416) 756-3311,$11-30,petitpotato.com,https://www.yelp.ca/biz/petit-potato-toronto,43.79058,-79.366094,ChIJsbSAZSfT1IkRrlWaCHxsyVQ,"10 Ravel Rd #1-2, North York, ON M2H 1S8",43.7906320,-79.3660670,"ramen_restaurant,tea_house,asian_restaurant,dessert_restaurant,japanese_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,ok,0,ok,Healthy signals
Asian Fusion,"390 Roncesvalles Avenue
Toronto, ON M6R 2M9",Cafe Tibet Bar & Grill,(416) 792-9258,,,https://www.yelp.ca/biz/cafe-tibet-bar-and-grill-toronto,43.650818,-79.451083,ChIJq6r7KTQ0K4gRV5dcI8QUaq4,"390 Roncesvalles Ave, Toronto, ON M6R 2M9",43.6508176,-79.4510835,"restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Asian Fusion,"1921 Avenue Road
Toronto, ON M5M 4A2",Sakura Garden,(647) 348-8668,$11-30,sakuragarden2012.ca,https://www.yelp.ca/biz/sakura-garden-toronto,43.733504,-79.419336,ChIJ97Wj_vMyK4gRulB7nrHBsvk,"1921 Avenue Rd, North York, ON M5M 4A2",43.7335214,-79.4192574,"sushi_restaurant,thai_restaurant,asian_restaurant,vegetarian_restaurant,chinese_restaurant,japanese_restaurant,korean_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,error,30,review,Website: HTTP error
Asian Fusion,"621 Bloor Street W
Toronto, ON M6G 1K8",Seoul Restaurant,(416) 532-9669,Under $10,,https://www.yelp.ca/biz/seoul-restaurant-toronto,43.664416,-79.414042,ChIJJ7OXeJI0K4gRXxDCwnOhfbY,"621 Bloor St W, Toronto, ON M6G 1K8",43.6644156,-79.4140423,"korean_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Asian Fusion,"633 Silver Star Boulevard
Unit 108
Toronto, ON M1V 5N1",AKA-ONI Izakaya,(416) 298-3828,$11-30,,https://www.yelp.ca/biz/aka-oni-izakaya-toronto,43.821986,-79.29892,ChIJGzc0dgfU1IkRXtQx90hrxEA,"633 Silver Star Blvd #108, Scarborough, ON M1V 5N1",43.8224063,-79.2987176,"japanese_restaurant,ramen_restaurant,sushi_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Asian Fusion,"1063 Bloor St W
Toronto, ON M6H 1M5",Idle On Bloor,(647) 748-5668,$11-30,idleonbloor.com,https://www.yelp.ca/biz/idle-on-bloor-toronto,43.660367,-79.432596,ChIJJTPARAk1K4gRHU1dSyFN7ds,"1063 Bloor St W, Toronto, ON M6H 1M5",43.6602824,-79.4325798,"indian_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,dns_error,60,review,Website: dns_error
Asian Fusion,"3380 Midland Avenue
Unit 19
Toronto, ON M1V",Tang Home Style Lamb and Beef,(647) 430-0188,Under $10,,https://www.yelp.ca/biz/tang-home-style-lamb-and-beef-toronto,43.809119,-79.29083,ChIJz8LNcFjR1IkRk86zHjdkrGM,"3380 Midland Ave, Scarborough, ON M1V 5B5",43.8092346,-79.2903137,"chinese_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Asian Fusion,"536 Dundas Street W
Toronto, ON M5T 1H4",Chinese Traditional Buns,(416) 299-9011,Under $10,,https://www.yelp.ca/adredir?ad_business_id=Kxop0nGA-BUrwYD4EGhyPA&campaign_id=AUOyRnmoOW1ygCcbqbHeTw&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fchinese-traditional-buns-toronto-3&request_id=a1f146c7191b4db7&signature=4ccec24d65ba6c978c34798f44f3d3734732931a53bc7a034db51abde24a0023&slot=0,43.652729,-79.399045,ChIJUeO2DsM0K4gRvM7DG02jvwM,"536 Dundas St W, Toronto, ON M5T 1H3",43.6528767,-79.3991037,"chinese_restaurant,asian_restaurant,restaurant,point_of_interest,food,establishment",ids_only+essentials,no_url,15,ok,No website provided
Asian Fusion,"598 College Street
Toronto, ON M6G 1B4",Sushitto On the Road,,$11-30,,https://www.yelp.ca/biz/sushitto-on-the-road-toronto,43.655245,-79.414143,ChIJwVtQs3M1K4gRRZJ0Z4P27O8,"593 College St, Toronto, ON M6G 1B2",43.6550209,-79.4136184,"italian_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Asian Fusion,"8-10 Northtown Way
Toronto, ON M2N 7L4",Chinese Burger,,$11-30,,https://www.yelp.ca/biz/chinese-burger-toronto,43.775913,-79.413565,ChIJHbnFP7AtK4gRcl45dH5BwHU,"5 Northtown Way Unit 9, North York, ON M2N 7A1",43.7750304,-79.4140666,"meal_takeaway,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Asian Fusion,"833 Bloor Street W
Toronto, ON M6G 1M1",Riki Sushi,(416) 533-5678,$11-30,,https://www.yelp.ca/biz/riki-sushi-toronto-5,43.662417,-79.422871,ChIJAQBQK_U0K4gRjl_DmrVAX6U,"833 Bloor St W, Toronto, ON M6G 1M1",43.6624171,-79.4228715,"sushi_restaurant,japanese_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Asian Fusion,"1291 Wilson Avenue
Unit A
Toronto, ON M3M 3C6",Sean’s Twisted,(416) 244-8433,,seanstwisted.com,https://www.yelp.ca/biz/seans-twisted-toronto,43.72371,-79.493786,ChIJq6r-2AoxK4gRf_L3RpK35EE,"1291 Wilson Ave Unit A, North York, ON M3M 3C6",43.7236763,-79.4937869,"asian_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,dns_error,60,review,Website: dns_error
Asian Fusion,"3200 Dufferin Street
Toronto, ON M6A 2T2",Viet House,(647) 346-9333,Under $10,,https://www.yelp.ca/biz/viet-house-toronto,43.718778,-79.456205,ChIJG7lTNMwzK4gRDnV3OlCFKQY,"3200 Dufferin St, North York, ON M6A 2T3",43.7183623,-79.4572327,"vietnamese_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Asian Fusion,"280 Spadina Avenue
Toronto, ON M5T 3A5",Canteen,(416) 593-6888,Under $10,,https://www.yelp.ca/biz/canteen-toronto,43.652586,-79.398445,ChIJCcxWcsM0K4gRPMhb7SMq3zA,"280 Spadina Ave., Toronto, ON M5T 3A5",43.6527506,-79.3982741,"asian_restaurant,chinese_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Asian Fusion,"3256 Lawrence Avenue E
Toronto, ON M1H 1A4",Charcoal Kebab House,(647) 352-4550,$11-30,,https://www.yelp.ca/biz/charcoal-kebab-house-toronto,43.757486,-79.238963,ChIJqTYuZTbQ1IkRp8VN8iFWVck,"3256 Lawrence Ave E, Toronto, ON M1H 1A4",43.7575422,-79.2389693,"asian_restaurant,chinese_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Asian Fusion,"3 Isabella Street
Toronto, ON M4Y 1N1",WAbar,(437) 990-9292,$11-30,wabartoronto.com,https://www.yelp.ca/biz/wabar-toronto,43.667607,-79.38549,ChIJ0YHPG7I0K4gRwrd9pZx2d5c,"3 Isabella St, Toronto, ON M4Y 1N1",43.6675287,-79.3852894,"bar,point_of_interest,establishment",ids_only+essentials,error,30,review,Website: HTTP error
Asian Fusion,"5443 Yonge Street
Toronto, ON M2N 5S1",Angus Pho House,(416) 901-2586,Under $10,,https://www.yelp.ca/biz/angus-pho-house-toronto,43.777044,-79.414645,ChIJN9tUZA0tK4gRWCvCFF3AqlU,"5443 Yonge St, North York, ON M2N 5S1",43.7770717,-79.4146008,"restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Asian Fusion,"226 Queen Street W
Unit 224
Toronto, ON M5T 1V5",The Captain’s Boil,(416) 506-5123,$11-30,thecaptainsboil.com,https://www.yelp.ca/biz/the-captains-boil-toronto-10,43.650369,-79.389969,ChIJs_RF3M80K4gRegBhK7AKNDI,"#224, 226 Queen St W, Toronto, ON M5T 1V5",43.6503873,-79.3899757,"seafood_restaurant,asian_restaurant,american_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,redirect,0,ok,Healthy signals
Asian Fusion,"671 College St
Toronto, ON M6G 1B2",The Captain’s Boil,(416) 538-8868,$31-60,thecaptainsboil.com,https://www.yelp.ca/biz/the-captains-boil-toronto-8,43.65496,-79.417046,ChIJgXNoXyAzK4gRJNPWL1TX0nY,"2655 Yonge St, Toronto, ON M4P 2J6",43.7158333,-79.4000000,"seafood_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,redirect,0,ok,Healthy signals
Asian Fusion,"321 King St W
Toronto, ON M5V 1J5",The Red Tomato,(416) 971-6626,$11-30,redtomato.ca,https://www.yelp.ca/biz/the-red-tomato-toronto,43.646116,-79.390797,ChIJ5RIivdA0K4gR4GgzvNYXhp0,"321 King St W, Toronto, ON M5V 1J5",43.6462418,-79.3908509,"restaurant,italian_restaurant,point_of_interest,food,establishment",ids_only+essentials,dns_error,60,review,Website: dns_error
Asian Fusion,"1610 Queen Street W
Toronto, ON M6R 1A8",Food & Liquor,(647) 748-7113,$11-30,foodandliquor.ca,https://www.yelp.ca/biz/food-and-liquor-toronto-2,43.6396,-79.441832,ChIJoURLSbE1K4gRDfvs131aXys,"1610 Queen St W, Toronto, ON M6R 1A8",43.6397485,-79.4418827,"bar,asian_restaurant,meal_delivery,food_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",ids_only+essentials,redirect,0,ok,Healthy signals
Asian Fusion,"621 Dixon
Toronto, ON M9W 1H7",Mr Kiwi Rice & Noodle Bar,(647) 348-8882,$11-30,,https://www.yelp.ca/biz/mr-kiwi-rice-and-noodle-bar-toronto-2,43.690364,-79.57608,ChIJNRIeADU1K4gRdLpyzRe8ums,"456 Spadina Ave., Toronto, ON M5T 2G8",43.6573210,-79.4002665,"restaurant,bar_and_grill,bar,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Asian Fusion,"5 Northtown Way
Unit 7
Toronto, ON M2N 7A1",Chan Yang,(416) 229-6660,Under $10,,https://www.yelp.ca/biz/chan-yang-toronto,43.774374,-79.414043,ChIJb8Y9Vm0tK4gRIGZkhkaxoRI,"5 Northtown Way #7, North York, ON M2N 7L5",43.7746987,-79.4139647,"restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Asian Fusion,"388 Spadina Avenue
Toronto, ON M5T 2G5",STAY Cafeteria,(416) 901-1510,Under $10,staycafeteria.com,https://www.yelp.ca/biz/stay-cafeteria-toronto,43.655458,-79.399166,ChIJgXoD2MM0K4gRknEQb4fL8X4,"388 Spadina Ave., Toronto, ON M5T 2G5",43.6554711,-79.3994137,"chinese_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,dns_error,60,review,Website: dns_error
Asian Fusion,"1 Eglinton Square
Toronto, ON M1L 2K1",Fusia Asian Kitchen,(647) 349-8878,,,https://www.yelp.ca/biz/fusia-asian-kitchen-toronto-2,43.723747,-79.29922,ChIJA46x9dzN1IkRSybQROxuRus,"1 Eglinton Square, Scarborough, ON M1L 2K1",43.7233216,-79.2988209,"asian_restaurant,thai_restaurant,restaurant,point_of_interest,food,establishment",ids_only+essentials,no_url,15,ok,No website provided
Asian Fusion,"76 Densley Avenue
Toronto, ON M6M",York Burger,(416) 243-0220,,,https://www.yelp.ca/biz/york-burger-toronto-2,43.705036,-79.471365,ChIJfe-2OdA3K4gRhC4Uu7CKo-w,"1194 Weston Rd, York, ON M6M 4P4",43.6875152,-79.4915463,"restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Asian Fusion,"2440 Finch Avenue W
Toronto, ON M9M 2E1",Hakka No. 1,(416) 743-8088,$11-30,,https://www.yelp.ca/biz/hakka-no-1-toronto,43.750034,-79.552169,ChIJ0WkozEs7K4gRxpF2cBbPOK8,"2584 Finch Ave W, Toronto, ON M9M 2G3",43.7487532,-79.5613354,"asian_restaurant,restaurant,point_of_interest,food,establishment",ids_only+essentials,no_url,15,ok,No website provided
Asian Fusion,"3321 Yonge St
Toronto, ON M4N 2L6",Riz North,(416) 322-6789,$31-60,riznorthrestaurant.com/Riz_No…,https://www.yelp.ca/biz/riz-north-toronto,43.730841,-79.403504,ChIJTwPbh5IyK4gREJ-MAYA9MfA,"3471A Yonge St, Toronto, ON M4N 2N3",43.7342199,-79.4043799,"asian_restaurant,chinese_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,dns_error,60,review,Website: dns_error
Asian Fusion,"1603 Dundas Street W
Toronto, ON M6K 1T9",Pho Phuong,(416) 536-3030,$11-30,,https://www.yelp.ca/biz/pho-phuong-toronto,43.649674,-79.435116,ChIJO0jijFE0K4gReRgEbyhoyNM,"1603 Dundas St W, Toronto, ON M6K 1T9",43.6497500,-79.4351400,"vietnamese_restaurant,meal_delivery,asian_restaurant,food_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Asian Fusion,"234 Jones Avenue
Toronto, ON M4M 3A6",Yummy House,(416) 465-6666,Under $10,,https://www.yelp.ca/biz/yummy-house-toronto,43.669536,-79.335876,ChIJHWB_WX_L1IkR--YAV8zahf8,"234 Jones Ave, Toronto, ON M4M 3A6",43.6695363,-79.3358756,"fast_food_restaurant,chinese_restaurant,restaurant,point_of_interest,food,establishment",ids_only+essentials,no_url,15,ok,No website provided
Asian Fusion,"2401 Yonge Street
Toronto, ON M4P 3H1",Green Papaya,(416) 932-8891,$11-30,greenpapayatoronto.com,https://www.yelp.ca/biz/green-papaya-toronto,43.709993,-79.398698,ChIJ7dMJoCMzK4gROABrEQBnM2M,"2401 Yonge St, Toronto, ON M4P 2E7",43.7101616,-79.3988084,"brazilian_restaurant,thai_restaurant,asian_restaurant,catering_service,meal_delivery,food_delivery,vietnamese_restaurant,vegetarian_restaurant,meal_takeaway,restaurant,food,point_of_interest,establishment",ids_only+essentials,dns_error,60,review,Website: dns_error
