Category,Restaurant Address,Restaurant Name,Restaurant Phone,Restaurant Price Range,Restaurant Website,Restaurant Yelp URL,Restaurant Latitude,Restaurant Longitude,google_place_id,google_formatted_address,google_lat,google_lng,google_types,match_method,status_website_http,outdated_score,outdated_flag,outdated_reason
Burgers,"1117 O'Connor Drive
Toronto, ON M4B 2T5",Mr. Double Pizza & Chicken,(647) 351-5141,Under $10,,https://www.yelp.ca/biz/mr-double-pizza-and-chicken-toronto-2,43.710666,-79.308484,ChIJL7vBEzTN1IkR-I3t4lLGJnM,"1117 O'Connor Dr, East York, ON M4B 2T5",43.7106789,-79.3084856,"bakery,point_of_interest,food_store,food,store,establishment",ids_only+essentials,no_url,15,ok,No website provided
Burgers,"484 Parliament Street
Toronto, ON M4X 1P2",Fancy Franks,,$11-30,fancyfranks.com,https://www.yelp.ca/biz/fancy-franks-toronto-4,43.664697,-79.368437,ChIJdYF0xzjL1IkR-46wMIVug3w,"484 Parliament St, Toronto, ON M4X 1P2",43.6646973,-79.3684366,"greek_restaurant,meal_delivery,food_delivery,mediterranean_restaurant,meal_takeaway,restaurant,food,point_of_interest,establishment",ids_only+essentials,ok,0,ok,Healthy signals
Burgers,"477 Church Street
Toronto, ON M4Y 2C6",Big Johnson’s,,,,https://www.yelp.ca/biz/big-johnsons-toronto,43.664808,-79.380386,ChIJvUeENLM0K4gRGXIqIizEwyY,"477 Church St, Toronto, ON M4Y 2C6",43.6648180,-79.3803519,"bar_and_grill,bar,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Burgers,"229 Church Street
Toronto, ON M5B 1E1",Farhads Burger Buddy,,,,https://www.yelp.ca/biz/farhads-burger-buddy-toronto,43.656464,-79.377014,ChIJZx_daqTL1IkRnh5H28-YW_8,"229 Church St Unit #3, Toronto, ON M5B 1Y7",43.6563242,-79.3768711,"vegan_restaurant,vegetarian_restaurant,fast_food_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Burgers,"75 Carl Hall Road
Toronto, ON M3K",The Hangar Bar And Grill,,$11-30,,https://www.yelp.ca/biz/the-hangar-bar-and-grill-toronto,43.7467,-79.473499,ChIJSYOYrfUxK4gRTcl6QOaqYOA,"75 Carl Hall Rd, North York, ON M3K 2B9",43.7465513,-79.4739527,"sports_complex,sports_activity_location,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Burgers,"244 Adelaide Street W
Toronto, ON M5H 1X6",Hal Burgers,(416) 979-8787,,,https://www.yelp.ca/biz/hal-burgers-toronto,43.648291,-79.388839,ChIJX3sA3vA1K4gRjPDQz6YHowo,"254 Adelaide St W, Toronto, ON M5H 1X6",43.6482474,-79.3892508,"hamburger_restaurant,american_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Burgers,"1960 Queen Street E
Toronto, ON M4L 1H8",Lick’s Hamburger & Ice-Cream Shop,(416) 691-2305,,lickshomeburgers.com,https://www.yelp.ca/biz/licks-hamburger-and-ice-cream-shop-toronto,43.669736,-79.302057,ChIJQzki-_fL1IkRp32l5ANpYvg,"1962 Queen St E, Toronto, ON M4L 1H9",43.6699951,-79.3020732,"point_of_interest,establishment",ids_only+essentials,dns_error,60,review,Website: dns_error
Burgers,"480 University Ave
Toronto, ON M5G 1V2",McDonald’s - CLOSED,(416) 977-6607,,mcdonalds.ca,https://www.yelp.ca/biz/mcdonalds-toronto-25,43.655051,-79.389019,ChIJReTjXM80K4gRCylWtR09k44,"109 McCaul St, Toronto, ON M5T 3K5",43.6537443,-79.3909155,"fast_food_restaurant,hamburger_restaurant,cafe,breakfast_restaurant,american_restaurant,restaurant,point_of_interest,food,establishment",ids_only+essentials,ssl_error,60,review,Website: ssl_error
Burgers,"4700 Keele Street
York Lanes, CRU2
Toronto, ON M3K 1P3",Shopsy’s Sports Grill,(416) 736-4884,$11-30,shopsys.ca,https://www.yelp.ca/biz/shopsys-sports-grill-toronto,43.774078,-79.502331,ChIJmTXLFA4yK4gRQaQZa2VG6Uk,"881 Sheppard Ave W, North York, ON M3H 2T4",43.7518385,-79.4548400,"bar,point_of_interest,establishment",ids_only+essentials,ok,0,ok,Healthy signals
Burgers,"300 Richmond Street W
Toronto, ON M5V 1X2",Meltwich Food Co,(647) 346-7699,$11-30,meltwich.ca/richmondstreet,https://www.yelp.ca/biz/meltwich-food-co-toronto,43.649023,-79.391551,ChIJsYtkCtA0K4gRZreJwBTKhsY,"300 Richmond St W, Toronto, ON M5V 1X2",43.6490382,-79.3916330,"restaurant,hamburger_restaurant,meal_delivery,sandwich_shop,meal_takeaway,food_delivery,american_restaurant,point_of_interest,food,establishment",ids_only+essentials,error,30,review,Website: HTTP error
Burgers,"558 Jane Street
Toronto, ON M6S",Smokey Grilled Subs,(647) 352-1574,,,https://www.yelp.ca/biz/smokey-grilled-subs-toronto,43.663358,-79.490213,ChIJi35FBAA3K4gRWnq8FZwxsww,"425 Jane St, York, ON M6S 3Z7",43.6590564,-79.4882065,"american_restaurant,restaurant,point_of_interest,food,establishment",ids_only+essentials,no_url,15,ok,No website provided
Burgers,"165 The Queensway
Toronto, ON M8Y 1H8",Bill Maur Coffee Shop,(416) 259-2784,,,https://www.yelp.ca/biz/bill-maur-coffee-shop-toronto,43.629316,-79.484973,ChIJLW-LbBM2K4gRVaK_XG8fVGw,"165 The Queensway, Etobicoke, ON M8Y 1H8",43.6293135,-79.4849209,"cafe,point_of_interest,food,establishment",ids_only+essentials,no_url,15,ok,No website provided
Burgers,"22 Lebovic Avenue
Toronto, ON M1L 4V9",Outtakes,,,cineplex.com/Microsite/OutTak…,https://www.yelp.ca/biz/outtakes-toronto,43.722246,-79.292082,ChIJkedrPN_N1IkRWJYHJx8wQyU,"22 Lebovic Ave, Scarborough, ON M1L 4V9",43.7224690,-79.2921802,"fast_food_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,redirect,0,ok,Healthy signals
Cafes,"101 Spadina Avenue
Toronto, ON M5V 2K2",Strange Love,,Under $10,strangelovecoffee.ca,https://www.yelp.ca/biz/strange-love-toronto-2,43.64633,-79.395091,ChIJLQRFO1k1K4gRL0RF1p3LcYU,"106 Spadina Ave., Toronto, ON M5V 0T4",43.6468464,-79.3959787,"condominium_complex,point_of_interest,establishment",ids_only+essentials,redirect,0,ok,Healthy signals
Cafes,"1262 Don Mills Road
Toronto, ON M3B 2W7",Baretto Caffe,(416) 385-0003,Under $10,barettocaffe.com,https://www.yelp.ca/biz/baretto-caffe-toronto-4,43.744768,-79.346527,ChIJT2G7InvN1IkRIgVzGHTQulw,"1262 Don Mills Rd. Unit 106, North York, ON M3B 2W6",43.7447500,-79.3465806,"coffee_shop,cafe,italian_restaurant,food_store,store,restaurant,food,point_of_interest,establishment",ids_only+essentials,redirect,0,ok,Healthy signals
Cafes,"1208 Yonge Street
Toronto, ON M4T 1W1",Boxcar Social,(416) 792-5873,Under $10,boxcarsocial.ca,https://www.yelp.ca/biz/boxcar-social-toronto,43.681733,-79.391482,ChIJFcciOyYzK4gRMWQlvzFBCcI,"1208 Yonge St, Toronto, ON M4T 1W1",43.6817513,-79.3915939,"bar,cafe,food,point_of_interest,establishment",ids_only+essentials,ok,0,ok,Healthy signals
Cafes,"65 Front Street W
Toronto, ON M5J 1E6",Pilot Coffee Roasters,,Under $10,pilotcoffeeroasters.com,https://www.yelp.ca/biz/pilot-coffee-roasters-toronto-2,43.645316,-79.380407,ChIJ84vitCzL1IkRDT5wnL5MaBs,"65 Front St W, Toronto, ON M5J 1E6",43.6452911,-79.3807597,"coffee_shop,cafe,food_store,store,food,point_of_interest,establishment",ids_only+essentials,ok,0,ok,Healthy signals
Cafes,"25 King Street W
Toronto, ON M5S",Mos Mos,(416) 869-9266,Under $10,mosmoscoffee.com,https://www.yelp.ca/biz/mos-mos-toronto,43.648567,-79.378219,ChIJvfi36rLL1IkR_0wk8T0ZHiU,"25 King St W C200, Toronto, ON M5L 2A1",43.6486430,-79.3790250,"coffee_shop,cafe,point_of_interest,food_store,food,store,establishment",ids_only+essentials,redirect,0,ok,Healthy signals
Cafes,"678 Bloor Street W
Toronto, ON M6G 1L2",The Good Neighbour,,$11-30,,https://www.yelp.ca/biz/the-good-neighbour-toronto-2,43.664079,-79.416659,ChIJ55SH8M41K4gROhclz3FoKCs,"678 Bloor St W, Toronto, ON M6G 1L2",43.6640738,-79.4166588,"cafe,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Cafes,"161 Yorkville Avenue
Toronto, ON M5R 1C4",Sorelle and Co,(416) 234-1340,$11-30,sorelleandco.com,https://www.yelp.ca/biz/sorelle-and-co-toronto-2,43.67024,-79.394542,ChIJVUZhBf01K4gRlYuEx0tA7ro,"Main Level Retail -Delysees, 161 Yorkville Ave, Toronto, ON M5R 0B9",43.6702511,-79.3944787,"dessert_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,redirect,0,ok,Healthy signals
Cafes,"2101 Brimley Road
Toronto, ON M1S 2B4",BlackGold Cafe,(416) 967-4653,Under $10,cafeblackgold.com,https://www.yelp.ca/biz/blackgold-cafe-toronto-2,43.788896,-79.268662,ChIJY8BTwHLR1IkRD-miwG6GXcw,"2101 Brimley Rd #111, Toronto, ON M1S 2B4",43.7888051,-79.2689302,"restaurant,food,point_of_interest,establishment",ids_only+essentials,redirect,0,ok,Healthy signals
Cafes,"23 Baldwin Street
Ground Unit
Toronto, ON M5T 1L1",Light Cafe,(647) 347-3883,$11-30,lightcafe.ca,https://www.yelp.ca/biz/light-cafe-toronto,43.655975,-79.39299,ChIJq6ouFcY0K4gRsJLACJqy2J4,"23 Baldwin Street - Floor Unit, Toronto, ON M5T 1L1",43.6560028,-79.3930056,"cafe,restaurant,point_of_interest,food,establishment",ids_only+essentials,redirect,0,ok,Healthy signals
Cafes,"983 Queen Street E
Toronto, ON M4M 1K2",Te Aro,(416) 465-2006,Under $10,,https://www.yelp.ca/biz/te-aro-toronto,43.66134,-79.338313,ChIJVXgL-XbL1IkRR9L8XllaFPI,"983 Queen St E, Toronto, ON M4M 1K2",43.6612286,-79.3383602,"wholesaler,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Cafes,"439 Richmond Street W
Toronto, ON M5V 1X9",The Alternative Cafe,(416) 551-7716,$11-30,thealternativecafe.com,https://www.yelp.ca/biz/the-alternative-cafe-toronto-2,43.647827,-79.39704,ChIJ7zPkpSQ1K4gRB4N3-T7fnnE,"439 Richmond St W, Toronto, ON M5V 1X9",43.6477014,-79.3970241,"coffee_shop,cafe,food_store,store,food,point_of_interest,establishment",ids_only+essentials,ssl_error,60,review,Website: ssl_error
Cafes,"1374 Queen Street E
Toronto, ON M4L 1C9",The Sidekick,(647) 444-7875,Under $10,thesidekickcomics.com,https://www.yelp.ca/biz/the-sidekick-toronto,43.664512,-79.325135,ChIJd-DubYXL1IkR5ZX-ahcKZ-g,"1374 Queen St E, Toronto, ON M4L 1C9",43.6645972,-79.3251222,"cafe,point_of_interest,food_store,food,store,establishment",ids_only+essentials,ok,0,ok,Healthy signals
Cafes,"3 Westmoreland Avenue
Toronto, ON M6H",Field Trip Cafe,,Under $10,,https://www.yelp.ca/biz/field-trip-cafe-toronto,43.66133,-79.43045,ChIJ_7-Oel40K4gRa9wdl5EjPUU,"3 Westmoreland Ave, Toronto, ON M6H 2Z6",43.6613066,-79.4303819,"coffee_shop,liquor_store,cafe,food_store,food,point_of_interest,store,establishment",ids_only+essentials,no_url,15,ok,No website provided
Cafes,"1200 Bay Street
Toronto, ON M5R 2A5",Cafe Moi,,Under $10,cafemoi.ca,https://www.yelp.ca/biz/cafe-moi-toronto,43.670003,-79.389809,ChIJAba9ua80K4gRjz9rbu1m4fM,"1200 Bay St., Toronto, ON M5R 2A5",43.6700109,-79.3898506,"coffee_shop,cafe,point_of_interest,food_store,food,store,establishment",ids_only+essentials,dns_error,60,review,Website: dns_error
Cafes,"982 Queen Street W
Toronto, ON M6J 1H1",Citizenry,(647) 458-6672,Under $10,,https://www.yelp.ca/biz/citizenry-toronto,43.644382,-79.418039,ChIJObWovv00K4gRoGAqjCNyR6g,"982 Queen St W, Toronto, ON M6J 1H1",43.6445088,-79.4180385,"clothing_store,store,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Cafes,"1242 Bloor Street W
Toronto, ON M6H 3S5",Home,(647) 350-3400,Under $10,homebakingco.net,https://www.yelp.ca/biz/home-toronto-3,43.658963,-79.439848,ChIJAVvuyl80K4gRkpmVjYTa0Qo,"1242 Bloor St W, Toronto, ON M6H 1N5",43.6591254,-79.4399924,"bakery,ice_cream_shop,dessert_shop,confectionery,coffee_shop,cafe,food_store,food,point_of_interest,store,establishment",ids_only+essentials,ok,0,ok,Healthy signals
Cafes,"159 Cumberland Street
Toronto, ON M5R 1A2",Nespresso Boutique Bar,(855) 325-5781,$11-30,nespresso.com,https://www.yelp.ca/biz/nespresso-boutique-bar-toronto,43.669747,-79.393413,ChIJ6bS6MKU0K4gRxaYOZQ7Dkrk,"159 Cumberland St, Toronto, ON M5R 1A2",43.6697210,-79.3932760,"cafe,clothing_store,food_store,wholesaler,home_goods_store,store,food,point_of_interest,establishment",ids_only+essentials,timeout,60,review,Website: timeout
Cafes,"579 Yonge Street
2nd Floor
Toronto, ON M4Y 1Z2",Riddle Room,(647) 344-2637,Under $10,riddleroom.ca,https://www.yelp.ca/biz/riddle-room-toronto,43.665756,-79.384705,ChIJrz8VpWI1K4gRzlqdUTkGRWg,"530 Yonge St Unit 3, Toronto, ON M4Y 1Y8",43.6640390,-79.3845340,"amusement_center,point_of_interest,establishment",ids_only+essentials,error,30,review,Website: HTTP error
Cafes,"781 St. Clair Avenue W
Unit 2
Toronto, ON M6C 1B7",Krave Coffee,(416) 652-9929,Under $10,,https://www.yelp.ca/biz/krave-coffee-toronto,43.68068,-79.429232,ChIJx6aBE380K4gRpfv4jX50NUg,"781 St Clair Ave W #2, Toronto, ON M6C 1B7",43.6807944,-79.4293236,"coffee_shop,wine_bar,internet_cafe,cafe,bar,food_store,store,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Cafes,"10 Market Street
Toronto, ON M5E",Balzacs Coffee Roastery,(416) 368-4949,Under $10,balzacs.com,https://www.yelp.ca/biz/balzacs-coffee-roastery-toronto-6,43.648397,-79.37196,ChIJ__9v1DHL1IkRApnpYoo8v3k,"10 Market St., Toronto, ON M5E 1M6",43.6484783,-79.3721186,"cafe,coffee_shop,food_store,food,point_of_interest,store,establishment",ids_only+essentials,ok,0,ok,Healthy signals
Cafes,"514 King Street E
Unit 7
Toronto, ON M5A 1M1",Odin,(647) 350-6346,Under $10,odinhus.com,https://www.yelp.ca/biz/odin-toronto-2,43.656381,-79.357038,ChIJI_eUsmrL1IkRb_kp1oIZdtQ,"514 King St E, Toronto, ON M5A 1M1",43.6566769,-79.3567955,"cafe,food,point_of_interest,establishment",ids_only+essentials,dns_error,60,review,Website: dns_error
Cafes,"42 Yonge Street
Toronto, ON M5E 1X8",Movenpick Cafe,(647) 341-1444,$11-30,,https://www.yelp.ca/biz/movenpick-cafe-toronto,43.6469,-79.377278,ChIJ9fC1ny3L1IkR-8dCkj1Jezs,"42 Yonge St, Toronto, ON M5E 1X8",43.6475443,-79.3773911,"restaurant,coffee_shop,tea_house,cafe,dessert_shop,confectionery,food_store,store,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Cafes,"173 King Street E
Toronto, ON M5A 1J4",The Poet Cafe,(416) 368-7638,Under $10,thepoetcafe.com,https://www.yelp.ca/biz/the-poet-cafe-toronto,43.650404,-79.371147,ChIJHb7G9zDL1IkRI7IhRHs17lg,"173 King St E, Toronto, ON M5A 1J4",43.6505108,-79.3712062,"cafe,brunch_restaurant,coffee_shop,breakfast_restaurant,restaurant,point_of_interest,food_store,food,store,establishment",ids_only+essentials,redirect,0,ok,Healthy signals
Cafes,"478 Roncesvalles Avenue
Toronto, ON M6R 2N5",Gloria Espresso Bar & Cafe,(647) 348-8880,Under $10,,https://www.yelp.ca/biz/gloria-espresso-bar-and-cafe-toronto,43.653223,-79.451927,ChIJ5afK4TY0K4gRQu5PZ3zsyJQ,"478 Roncesvalles Ave, Toronto, ON M6R 2N5",43.6532549,-79.4518095,"coffee_shop,cafe,food_store,store,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Cafes,"10 Northtown Way
Unit 111
Toronto, ON M2N 7L4",One Two Snack,(416) 901-0329,,onetwosnack.com,https://www.yelp.ca/adredir?ad_business_id=Ee8Saq8Al4iaOeVDHNmVUw&campaign_id=kWlWyK1R8XmUuYRUNYEmsQ&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fone-two-snack-toronto&request_id=a7affc087ca1affe&signature=c3072ec3cc233ecdf60a83508cf2ce9b435761aeb305f3fd277c2b5676d10000&slot=0,43.775583,-79.41344,ChIJq6qauhItK4gRjdS5eeDwdJY,"Northtown Way Unit 111, North York, ON M2N 7L4",43.7756214,-79.4133155,"restaurant,meal_takeaway,food,point_of_interest,establishment",ids_only+essentials,dns_error,60,review,Website: dns_error
Cafes,"19B Finch Avenue W
Toronto, ON M2N 7K4",Rosey J Cafe,(416) 221-9357,,,https://www.yelp.ca/adredir?ad_business_id=6gd8wlow5V7fOsdTysKnUw&campaign_id=DbK-zLD_ZhxeYdT0ljFHKA&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Frosey-j-cafe-toronto-3&request_id=bb923acdc6923638&signature=1662cc82e10ca41cf0b832032d66f9038e82ebd8efaa19bdcedeb689e4e86022&slot=0,43.77917,-79.417349,ChIJE2vsSQwtK4gRPwdIuOQoMDw,"19B Finch Ave W, North York, ON M2N 7K4",43.7791682,-79.4173483,"restaurant,point_of_interest,food,establishment",ids_only+essentials,no_url,15,ok,No website provided
Cafes,"797 Dundas Street W
Toronto, ON M6J 1V2",A-Game Cafe,(416) 971-4263,Under $10,agamecafe.ca,https://www.yelp.ca/biz/a-game-cafe-toronto,43.651719,-79.407911,ChIJb3aGct01K4gRn30wR4B2XYM,"457 Richmond St W Suite #201, Toronto, ON M5V 1X9",43.6475472,-79.3974220,"internet_cafe,night_club,bar,point_of_interest,establishment",ids_only+essentials,redirect,0,ok,Healthy signals
Cafes,"960 queen st w
Toronto, ON M6J 1G8",Antikka - cafe & records,(416) 792-1855,,Www.antikka.ca,https://www.yelp.ca/biz/antikka-cafe-and-records-toronto,43.644669,-79.417097,ChIJQbDNp_00K4gRFD2-mfVmKiQ,"960 Queen St W, Toronto, ON M6J 1G8",43.6446524,-79.4171343,"cafe,event_venue,store,food,point_of_interest,establishment",ids_only+essentials,redirect,0,ok,Healthy signals
Cafes,"1374 Queen Street W
Toronto, ON M6K 1L7",The Tempered Room,(416) 546-4374,Under $10,thetemperedroom.com,https://www.yelp.ca/biz/the-tempered-room-toronto-2,43.641039,-79.434324,ChIJzwHmqVo1K4gR4gB5xUYn-t8,"1556 Queen St W, Toronto, ON M6R 1A6",43.6400768,-79.4400553,"ice_cream_shop,bakery,dessert_shop,confectionery,food_store,wholesaler,store,food,point_of_interest,establishment",ids_only+essentials,redirect,0,ok,Healthy signals
Cafes,"324 Bathurst Street
Toronto, ON M5T 2S3",Bailey’s Cafe,,,barkrista.com,https://www.yelp.ca/biz/baileys-cafe-toronto-2,43.651491,-79.40602,ChIJ9aiJgeg0K4gRsVJOaTK7Suc,"324 Bathurst St, Toronto, ON M5T 2S3",43.6514908,-79.4060200,"coffee_shop,cafe,point_of_interest,food_store,food,store,establishment",ids_only+essentials,ok,0,ok,Healthy signals
Cafes,"2256 Bloor Street W
Toronto, ON M6S 1N6",Baka Gallery Cafe,(416) 766-2252,$11-30,bakacafe.com,https://www.yelp.ca/biz/baka-gallery-cafe-toronto,43.650888,-79.477615,ChIJhdAzHoc2K4gRODPR2yrfy8U,"2256 Bloor St W, Toronto, ON M6S 1N6",43.6510833,-79.4775896,"coffee_shop,cafe,food_store,store,food,point_of_interest,establishment",ids_only+essentials,redirect,0,ok,Healthy signals
Cafes,"873 Bloor Street W
Toronto, ON M6G 1M4",Bloomer’s,(416) 551-0532,$11-30,bloomersto.com,https://www.yelp.ca/biz/bloomers-toronto,43.662106,-79.424997,ChIJJ6toWvU0K4gRbNNYg69dn38,"873 Bloor St W, Toronto, ON M6G 1M4",43.6619921,-79.4249159,"bakery,food_store,store,food,point_of_interest,establishment",ids_only+essentials,redirect,0,ok,Healthy signals
Cafes,"2413 Dundas Street W
Toronto, ON M6P 1X3",The Merseyside,(647) 679-3113,Under $10,,https://www.yelp.ca/biz/the-merseyside-toronto,43.65852,-79.453287,ChIJ___7fjk0K4gRGuQzXNhbJCU,"2413 Dundas St W, Toronto, ON M6P 1X3",43.6584187,-79.4531737,"cafe,coffee_shop,point_of_interest,food_store,food,store,establishment",ids_only+essentials,no_url,15,ok,No website provided
Cafes,"80 Blue Jays Way
Toronto, ON M5V 2G3",French Made,(437) 800-5936,$11-30,frenchmadetoronto.com,https://www.yelp.ca/biz/french-made-toronto,43.645344,-79.392254,ChIJkZDJ99k0K4gRRkx3AzBgYtE,"80 Blue Jays Way, Toronto, ON M5V 2G3",43.6454083,-79.3922593,"cafe,coffee_shop,food_store,store,food,point_of_interest,establishment",ids_only+essentials,ok,0,ok,Healthy signals
Cafes,"256 Crawford Street
Unit B
Toronto, ON M6J 2V8",The Tampered Press,(416) 534-9739,Under $10,,https://www.yelp.ca/biz/the-tampered-press-toronto,43.650081,-79.417419,ChIJN9CG9OE1K4gRpzGW3euWC2s,"256 Crawford St, Toronto, ON M6J 2V8",43.6501275,-79.4173908,"coffee_shop,cafe,food_store,food,point_of_interest,store,establishment",ids_only+essentials,no_url,15,ok,No website provided
Cafes,"1421 Bloor Street W
Toronto, ON M6P 3L4",Noble Coffee,,$11-30,,https://www.yelp.ca/biz/noble-coffee-toronto,43.657146,-79.447877,ChIJ_5-O2So1K4gRe8vNfvaSvMc,"1421 Bloor St W, Toronto, ON M6P 3L4",43.6571623,-79.4478699,"cafe,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Cafes,"607 College Street
Toronto, ON M6G 1B5",The Walton,(647) 352-5520,$11-30,thewalton607.com,https://www.yelp.ca/biz/the-walton-toronto,43.654994,-79.414331,ChIJzQED1_E0K4gRcz7_PoTBvdw,"607 College St, Toronto, ON M6G 1B5",43.6550068,-79.4143540,"bar,point_of_interest,establishment",ids_only+essentials,redirect,0,ok,Healthy signals
Cafes,"679 Lansdowne Avenue
Toronto, ON M6H 3Y9",Baddies,,$11-30,baddiestoronto.com,https://www.yelp.ca/biz/baddies-toronto-2,43.658801,-79.442668,ChIJzVTLpUY0K4gR55odjvmOG5E,"679 Lansdowne Ave, Toronto, ON M6H 3Y9",43.6588132,-79.4426778,"cafe,brunch_restaurant,restaurant,point_of_interest,food_store,food,store,establishment",ids_only+essentials,redirect,0,ok,Healthy signals
