Category,Restaurant Address,Restaurant Name,Restaurant Phone,Restaurant Price Range,Restaurant Website,Restaurant Yelp URL,Restaurant Latitude,Restaurant Longitude,google_place_id,google_formatted_address,google_lat,google_lng,google_types,match_method,status_website_http,outdated_score,outdated_flag,outdated_reason
Chinese,"2900 Warden Avenue
Toronto, ON M1W 2S8",Phoenix Restaurant,(416) 502-1112,$11-30,,https://www.yelp.ca/biz/phoenix-restaurant-toronto-3,43.797921,-79.318629,ChIJt670dQDT1IkRsUYvbFVomUs,"2900 Warden Ave. Unit 202A, Scarborough, ON M1W 2S8",43.7972890,-79.3174390,"buffet_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"8 Glen Watford Drive
Toronto, ON M1S 2B7",HK Eatery,,,,https://www.yelp.ca/biz/hk-eatery-toronto,43.786607,-79.276011,ChIJLS-_yXDR1IkRXPAAlV97m3w,"8 Glen Watford Dr Unit G-6, Scarborough, ON M1S 1T5",43.7866086,-79.2774253,"breakfast_restaurant,chinese_restaurant,restaurant,point_of_interest,food,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"416 Spadina Avenue
Toronto, ON M5T 2G7",Mr Roc’s Crawfish,(647) 349-1338,$31-60,,https://www.yelp.ca/biz/mr-rocs-crawfish-toronto,43.65627,-79.399775,ChIJd6lsd8E0K4gRLUxCgMjYkE4,"416 Spadina Ave., Toronto, ON M5T 2G7",43.6562218,-79.3998082,"restaurant,point_of_interest,food,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"181 College Street
Toronto, ON M5T 1P7",Spicy Mafia,(647) 351-6680,$11-30,spicymafia.com,https://www.yelp.ca/biz/spicy-mafia-toronto,43.6589,-79.394253,ChIJ21F0nsc0K4gR9JnmDme-tGU,"181 College St, Toronto, ON M5T 1P7",43.6588245,-79.3942636,"chinese_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,redirect,0,ok,Healthy signals
Chinese,"384 Yonge Street
Unit 53
Toronto, ON M5G 2K2",Oriental Delight,,,,https://www.yelp.ca/biz/oriental-delight-toronto,43.65929,-79.383196,ChIJP_ECMAQ1K4gRpBGW1-TWLfU,"173 Dundas St W, Toronto, ON M5G 1C7",43.6550846,-79.3863193,"vegetarian_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"2551 Pharmacy Ave
Toronto, ON M1W 3E2",Taste of Heaven Chinese Cuisine,(416) 490-8869,,,https://www.yelp.ca/biz/taste-of-heaven-chinese-cuisine-toronto,43.794053,-79.324851,ChIJGfvKy6_T1IkReozLXKRlK9g,"2551 Pharmacy Ave, Scarborough, ON M1W 2K2",43.7935256,-79.3246970,"chinese_restaurant,meal_takeaway,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"109A Ravel Road
Toronto, ON M2H 1T2",Primary Taste Yunan Noodle,(416) 499-3836,Under $10,,https://www.yelp.ca/biz/primary-taste-yunan-noodle-toronto,43.791398,-79.366115,ChIJL8Y_-zPT1IkRFGMvyLMRtX4,"Ravel Rd, North York, ON M2H 1T1",43.7911400,-79.3668900,"chinese_restaurant,restaurant,point_of_interest,food,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"459 Church Street
Toronto, ON M4Y 4C5",Kintaro Izakaya,(647) 560-5335,$11-30,kintaroizakaya.com,https://www.yelp.ca/adredir?ad_business_id=nrq5H3LZicjMG0wv7gy08g&campaign_id=_p-E4kUK3rS8bn4z_fQ9lg&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fkintaro-izakaya-toronto-3&request_id=fc005af0d8bed4fa&signature=daefbe11c006128482cc79e48854af48073f1e72d7fe1a4b9541b0a7551b1646&slot=0,43.664158,-79.380274,ChIJnQNgtEzL1IkRErJYf6qv9d8,"459 Church St, Toronto, ON M4Y 2C5",43.6641696,-79.3801676,"bar,japanese_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,ok,0,ok,Healthy signals
Chinese,"3278 Midland Avenue
Toronto, ON M1V",Beijing Restaurant,(416) 297-0297,$11-30,,https://www.yelp.ca/biz/beijing-restaurant-toronto,43.805269,-79.288847,ChIJdS4uQQDV1IkRyOMa3Xl4nKM,"3262 Midland Ave #109 Scarborough, ON M1V 0C4",43.8044068,-79.2903008,"chinese_restaurant,meal_takeaway,restaurant,point_of_interest,food,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"1512 Queen Street W
Toronto, ON M6R 1A1",Thai Chef Panda,(416) 532-2877,$11-30,,https://www.yelp.ca/biz/thai-chef-panda-toronto,43.640239,-79.438454,ChIJ4ajgJrI1K4gR3D_LHz7E91I,"1512 Queen St W, Toronto, ON M6R 1A4",43.6403395,-79.4384975,"restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"282 Jane St
Toronto, ON M6S 3Z2",Xin Yi Garden,(416) 762-7297,$11-30,,https://www.yelp.ca/biz/xin-yi-garden-toronto,43.655973,-79.487343,ChIJi-bgJ4w2K4gRc16ESZb1uCM,"282 Jane St, Toronto, ON M6S 3Z2",43.6559800,-79.4873510,"point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"4186 Finch Avenue E
Unit 27
Toronto, ON M1S 5C2",Restaurant Fifty Nine,(416) 609-2334,$11-30,,https://www.yelp.ca/biz/restaurant-fifty-nine-toronto,43.803992,-79.28828,ChIJ7cd6pOLR1IkR8--4Ahp0xeg,"4186 Finch Ave E Unit 26, Scarborough, ON M1S 4T5",43.8037255,-79.2882979,"chinese_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"1920 Yonge Street
Toronto, ON M4S 3E2",Yonge Station Chinese Restaurant,(416) 486-1288,,,https://www.yelp.ca/biz/yonge-station-chinese-restaurant-toronto,43.698679,-79.396896,ChIJh7cWcwAzK4gRFQysw94oEKQ,"40 Berwick Ave, Toronto, ON M5P 1H1",43.7041082,-79.3991100,"parking,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"5371 Yonge Street
Toronto, ON M2N 5R6",Chengdu Taste,,,,https://www.yelp.ca/biz/chengdu-taste-toronto,43.775849,-79.414295,ChIJlT401oAtK4gRLKmEV6dwTwY,"5525 Yonge St, North York, ON M2N 7L3",43.7784841,-79.4148465,"restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"3322 Keele Street
Toronto, ON M3M 2H7",Moon Congee,(647) 350-8828,,,https://www.yelp.ca/biz/moon-congee-toronto,43.744249,-79.486821,ChIJz1IrDs0lK4gRKG1cRizO5l8,"200 Marycroft Ave #22, Woodbridge, ON L4L 5X4",43.7847764,-79.5675162,"restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"374 Keele Street
Toronto, ON M6P 2K8",Wong Cafe,(416) 769-3302,,,https://www.yelp.ca/biz/wong-cafe-toronto,43.665407,-79.464587,ChIJKQCBHSI0K4gR3DZh8Lb_NKI,"374 Keele St, Toronto, ON M6P 2K8",43.6655825,-79.4647631,"restaurant,vietnamese_restaurant,chinese_restaurant,indian_restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"635 Gerrard Street E
Toronto, ON M4M 1Y2",Panda Chef,(647) 350-3889,$11-30,pandachef.ca,https://www.yelp.ca/biz/panda-chef-toronto-2,43.665751,-79.35066,ChIJzVBkjWXL1IkR1xLlhQB3gjc,"635 Gerrard St E, Toronto, ON M4M 1Y2",43.6657236,-79.3506013,"chinese_restaurant,thai_restaurant,meal_delivery,asian_restaurant,food_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",ids_only+essentials,redirect,0,ok,Healthy signals
Chinese,"3250 Midland Avenue
Unit G116
Toronto, ON M1V 0C7",Mr. Six Fried Chicken,(647) 347-8188,Under $10,,https://www.yelp.ca/biz/mr-six-fried-chicken-toronto,43.804878,-79.288034,ChIJqyxbFl_R1IkRWVPMDURf450,"3250 Midland Ave, Scarborough, ON M1V 0C7",43.8048557,-79.2883324,"restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"682 Kennedy Avenue
Toronto, ON M1K 2B5",Hakka #1 Restaurant,(416) 261-8288,,hakka1.com,https://www.yelp.ca/biz/hakka-1-restaurant-toronto,43.726885,-79.266128,ChIJT8POEyXP1IkRiDOY_2mKaAE,"682 Kennedy Rd Unit 1, Scarborough, ON M1K 2B5",43.7276902,-79.2664951,"restaurant,point_of_interest,food,establishment",ids_only+essentials,redirect,0,ok,Healthy signals
Chinese,"1630 Jane Street
Toronto, ON M9N 2R8",Tasty House Chinese Restaurant,(416) 792-6667,,tastyhousetoronto.com/find-us,https://www.yelp.ca/biz/tasty-house-chinese-restaurant-toronto,43.700906,-79.503252,ChIJxdQMzyIxK4gR65z6UT8THLs,"1790 Jane St, York, ON M9N 2T2",43.7063480,-79.5050806,"chinese_restaurant,meal_takeaway,restaurant,food,point_of_interest,establishment",ids_only+essentials,dns_error,60,review,Website: dns_error
Chinese,"4419 Sheppard Avenue E
Toronto, ON M1S 1V1",Congee Me,(647) 427-5083,Under $10,,https://www.yelp.ca/biz/congee-me-toronto,43.787435,-79.268721,ChIJc3qbHHPR1IkRqn6lMACnvAE,"4400 Sheppard Ave E, Scarborough, ON M1S 1T8",43.7876258,-79.2697051,"chinese_restaurant,restaurant,point_of_interest,food,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"280 Spadina Avenue
Toronto, ON M5T 3A5",Sky Dragon Chinese Restaurant,(416) 408-4999,$11-30,,https://www.yelp.ca/biz/sky-dragon-chinese-restaurant-toronto,43.652586,-79.398445,ChIJuYKNcMM0K4gRqFU7--SC31M,"280 Spadina Ave., Toronto, ON M5T 3A5",43.6527164,-79.3982804,"chinese_restaurant,asian_restaurant,meal_delivery,food_delivery,tea_house,meal_takeaway,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"3250 Midland Avenue
Toronto, ON M1V 4A1",Rain & Sunny Restaurant,(416) 293-8688,,,https://www.yelp.ca/biz/rain-and-sunny-restaurant-toronto,43.80392,-79.286382,ChIJAwSmU43R1IkRWpslOvBll1I,"3250 Midland Ave Unit G123, Scarborough, ON M1V 0C4",43.8049035,-79.2880558,"chinese_restaurant,asian_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"434 Dundas Street W
Toronto, ON M5T 1G6",Dundas Spring Garden,(647) 352-6888,$11-30,dundasspringgarden.ca,https://www.yelp.ca/biz/dundas-spring-garden-toronto,43.653484,-79.395475,ChIJFfaWQ8Q0K4gRtz0UQxrBPSw,"434 Dundas St W, Toronto, ON M5T 1B7",43.6537476,-79.3956277,"chinese_restaurant,meal_takeaway,restaurant,point_of_interest,food,establishment",ids_only+essentials,dns_error,60,review,Website: dns_error
Chinese,"2301 Brimley Road
Unit 128
Toronto, ON M1S 5B8",Grandeur Palace,(416) 299-1622,$11-30,grandeurpalace.com,https://www.yelp.ca/biz/grandeur-palace-toronto,43.797802,-79.270832,ChIJ3bsvWGrR1IkRmbTdsy6B6c4,"2301 Brimley Rd #128, Scarborough, ON M1S 3L6",43.7979720,-79.2704924,"chinese_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,ssl_error,60,review,Website: ssl_error
Chinese,"428 Dundas Street W
Toronto, ON M5T",Ten Mile Aroma,(416) 916-8170,Under $10,,https://www.yelp.ca/biz/ten-mile-aroma-toronto,43.653842,-79.395513,ChIJNYwMRMQ0K4gR3juhSxFfwAs,"428 Dundas St W, Toronto, ON M5T 1G7",43.6536213,-79.3954297,"restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"3309 Sheppard Avenue E
Toronto, ON M1T 3W5",Eight Noodles,(416) 490-1888,$11-30,,https://www.yelp.ca/biz/eight-noodles-toronto,43.778504,-79.308549,ChIJf4rW5zbS1IkRWD-G8KG3Dts,"3309 Sheppard Ave E, Scarborough, ON M1T 3K2",43.7779002,-79.3086777,"chinese_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"136 - 4750 Yonge Street
Toronto, ON M2N 5M6",Chengdu Guokui,(410) 901-8933,,,https://www.yelp.ca/biz/chengdu-guokui-toronto,43.760188,-79.412284,ChIJAZ39cWMtK4gRjexy-T4t4Bs,"4750 Yonge St unit136, North York, ON M2N 0J6",43.7601089,-79.4120124,"chinese_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"3700 Midland Avenue
Toronto, ON M1V 5B5",South Asia Malaysian Cuisine,(416) 291-3892,$11-30,,https://www.yelp.ca/biz/south-asia-malaysian-cuisine-toronto,43.814932,-79.29301,ChIJTe-rBxrT1IkRP6bRhyz5HyY,"3700 Midland Ave Unit 113&115, Scarborough, ON M1B 0B4",43.8147730,-79.2926460,"restaurant,chinese_restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"171 East Liberty Street
Unit 153
Toronto, ON M6K",Pepper ring,(416) 531-1888,$11-30,,https://www.yelp.ca/biz/pepper-ring-toronto,43.638265,-79.417441,ChIJtQrEdwQ1K4gR1Wo3ec4N6wk,"171 E Liberty St, Toronto, ON M6K 3P6",43.6382026,-79.4189605,"market,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"17 Milliken Boulevard
Toronto, ON M1V 1V3",Very Fair,(416) 299-6368,$11-30,,https://www.yelp.ca/biz/very-fair-toronto,43.803568,-79.293509,ChIJh7Dn8ODT1IkRmkeYxrqMjM4,"17 Milliken Blvd, Scarborough, ON M1V 1V3",43.8034857,-79.2936854,"seafood_restaurant,chinese_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"633 Silver Star Boulevard
Unit 107
Toronto, ON M1V",Hunan Style Restaurant,(416) 293-6999,$11-30,xiangcunfaxian.com,https://www.yelp.ca/biz/hunan-style-restaurant-toronto,43.822058,-79.298592,ChIJGzc0dgfU1IkRhwwXoMyEkAU,"633 Silver Star Blvd, Scarborough, ON M1V 5N1",43.8224798,-79.2987627,"chinese_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,dns_error,60,review,Website: dns_error
Chinese,"2131 Lawrence Ave E
Toronto, ON M1R 3A3",The Rice Kitchen,(416) 751-8888,,thericekitchen.com,https://www.yelp.ca/biz/the-rice-kitchen-toronto-2,43.746349,-79.28883,ChIJqdexov_R1IkRQKCGwd3krEQ,"2131 Lawrence Ave E, Scarborough, ON M1R 5G4",43.7461808,-79.2879117,"chinese_restaurant,meal_delivery,asian_restaurant,food_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",ids_only+essentials,timeout,60,review,Website: timeout
Chinese,"4188 Finch Avenue E
Toronto, ON M1W",Sichuan Kungfu Fish,(416) 299-0322,$11-30,,https://www.yelp.ca/biz/sichuan-kungfu-fish-toronto,43.804603,-79.287842,ChIJ07LuGl_R1IkRVbsQRcfyq_U,"4188 Finch Ave E unit 12, Scarborough, ON M1S 4T6",43.8045829,-79.2877916,"seafood_restaurant,chinese_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"3280 Midland Ave
Toronto, ON M1V",Szechuan Legend,(416) 292-7388,$11-30,,https://www.yelp.ca/biz/szechuan-legend-toronto,43.805877,-79.288317,ChIJqzocMl_R1IkR3bx2UU6Vwo4,"3280 Midland Ave, Scarborough, ON M1V 4W9",43.8059473,-79.2883746,"chinese_restaurant,restaurant,point_of_interest,food,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"1560 Yonge Street
Toronto, ON M4T 2S9",Eating Court Chinese Restaurant,(416) 323-0171,,,https://www.yelp.ca/biz/eating-court-chinese-restaurant-toronto,43.689561,-79.395044,ChIJfako2EQzK4gRF9LawMgcv0A,"1560 Yonge St Unit #118, Toronto, ON M4T 2S9",43.6899389,-79.3950707,"sushi_restaurant,asian_restaurant,meal_delivery,meal_takeaway,food_delivery,seafood_restaurant,japanese_restaurant,restaurant,point_of_interest,food,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"3278 Midland Avenue
Unit D105
Toronto, ON M1W",Qing Feng Bun,,$11-30,,https://www.yelp.ca/biz/qing-feng-bun-toronto,43.8053,-79.28857,ChIJ22Y1OF_R1IkRyuXldJ9flRg,"3278 Midland Ave d105, Scarborough, ON M1V 0C8",43.8053241,-79.2888346,"chinese_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"41 Baldwin Street
Toronto, ON M5T",Sometime Restaurant,(416) 988-3668,,,https://www.yelp.ca/biz/sometime-restaurant-toronto,43.655901,-79.393659,ChIJRUULA8A1K4gRVfntV2wOxPM,"21 Baldwin St, Toronto, ON M5T 1L1",43.6559426,-79.3929069,"restaurant,point_of_interest,food,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"3858 Bloor Street W
Toronto, ON M9B 1K9",Fu Lai,(416) 233-7088,Under $10,,https://www.yelp.ca/biz/fu-lai-toronto,43.641227,-79.539237,ChIJy8Tf7iE3K4gRHjOfs5rBxcU,"3858 Bloor St W, Etobicoke, ON M9B 1L1",43.6412616,-79.5392484,"restaurant,korean_restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"4800 Sheppard Avenue E
Toronto, ON M1S 4N5",Dumpling Garden Food Company,(416) 289-1919,,promobiz.ca/dumping_garden,https://www.yelp.ca/biz/dumpling-garden-food-company-toronto,43.791156,-79.25168,ChIJuyWCmhvR1IkRkGoJN8H1WUs,"sheppard mall, 4800 Sheppard Ave E #122, Scarborough, ON M1S 4N5",43.7914790,-79.2515460,"chinese_restaurant,asian_restaurant,meal_delivery,meal_takeaway,food_delivery,restaurant,food,point_of_interest,establishment",ids_only+essentials,error,30,review,Website: HTTP error
Chinese,"3320 Midland Avenue
Toronto, ON M1V 5E6",Chili Legend,(647) 748-8838,,,https://www.yelp.ca/biz/chili-legend-toronto,43.807025,-79.288798,ChIJSdBbx1jR1IkRCplvePj2fnQ,"3320 Midland Ave unit 14, Scarborough, ON M1V 5E6",43.8074570,-79.2894134,"restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"4186 Finch Avenue E
Toronto, ON M1W",Liuyishou Hotpot Scarborough,(416) 412-2088,,,https://www.yelp.ca/biz/liuyishou-hotpot-scarborough-toronto,43.79858,-79.307741,ChIJX2KAGl_R1IkRMIzhr6rX78c,"4188 Finch Ave E Unit 14&15, Scarborough, ON M1S 4T6",43.8043964,-79.2881923,"chinese_restaurant,restaurant,point_of_interest,food,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"3046 Don Mills Road
Unit 20
Toronto, ON M2J 5A7",Fresh Cup Bubble Tea,(647) 783-8659,,,https://www.yelp.ca/biz/fresh-cup-bubble-tea-toronto,43.785831,-79.353279,ChIJP0Ze3-PS1IkRX85fdlB0m04,"3046 Don Mills Rd., North York, ON M2J 3C1",43.7858865,-79.3526908,"coffee_shop,ice_cream_shop,tea_house,asian_restaurant,cafe,dessert_shop,confectionery,food_store,american_restaurant,meal_takeaway,store,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"863 St Clair Ave W
Toronto, ON M6C",Ho-Lee-Chow,(416) 465-3333,,holeechow.com,https://www.yelp.ca/biz/ho-lee-chow-toronto-3,43.679888,-79.43293,ChIJNdfM43g0K4gRcVtipAMHkqk,"863 St Clair Ave W, Toronto, ON M6C 0B2",43.6799031,-79.4328785,"chinese_restaurant,restaurant,point_of_interest,food,establishment",ids_only+essentials,error,30,review,Website: HTTP error
Chinese,"3833 Midland Ave
Suite 9C
Toronto, ON M1N 3Z6",Arden Fast Food,,Under $10,,https://www.yelp.ca/biz/arden-fast-food-toronto,43.7639,-79.269779,ChIJ5x8Wnv3T1IkRIuPl64W3qMM,"3833 Midland Ave Unit 9D, Scarborough, ON M1V 5L6",43.8139148,-79.2915342,"chinese_restaurant,fast_food_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"4188 Finch Avenue E
Toronto, ON M1S 3V1",Baozi Lin,(416) 840-0119,,,https://www.yelp.ca/biz/baozi-lin-toronto,43.803256,-79.288406,ChIJwzFgqV_R1IkRA7RIMXZrxUE,"4188 Finch Ave E, Scarborough, ON M1S 4T5",43.8044141,-79.2884320,"chinese_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"444 Yonge Street
Toronto, ON M5B 2H4",China King,(416) 977-6366,,,https://www.yelp.ca/biz/china-king-toronto,43.661006,-79.383213,ChIJg7pE_7Q0K4gRCE_tRezFb4Q,"444 Yonge St, Toronto, ON M5B 2H4",43.6605424,-79.3840777,"chinese_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"444 Dundas St W
Toronto, ON M5T 1G6",Flourish BBQ Restaurant,(416) 599-3288,,,https://www.yelp.ca/biz/flourish-bbq-restaurant-toronto,43.653509,-79.395858,ChIJl2iaeAA1K4gRKn2LvmDcET0,"657 Dupont St, Toronto, ON M6G 1Z4",43.6714998,-79.4212735,"barbecue_restaurant,restaurant,point_of_interest,food,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"707 Dundas Street W
Toronto, ON M5T 2W6",The Original One,(416) 388-1282,,,https://www.yelp.ca/biz/the-original-one-toronto,43.651766,-79.404965,ChIJ9Zdsgv41K4gR-R5gwpPqDUY,"707 Dundas St W, Toronto, ON M5T 2W6",43.6520657,-79.4049686,"vegan_restaurant,vegetarian_restaurant,african_restaurant,food_court,restaurant,coffee_shop,cafe,food_store,food,point_of_interest,store,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"598 Gerrard Street E
Toronto, ON M4M 1Y3",Soon Foon Tai Chinese Restaurant,(416) 466-0657,,,https://www.yelp.ca/biz/soon-foon-tai-chinese-restaurant-toronto,43.665842,-79.351928,ChIJY5oc5avL1IkRKp3AenZrHNI,"610 Gerrard St E, Toronto, ON M4M 1Y3",43.6658125,-79.3515217,"restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
Chinese,"418 Horner Avenue
Toronto, ON M8W 2A4",Jia Thai Restaurant,(416) 259-9838,,,https://www.yelp.ca/biz/jia-thai-restaurant-toronto,43.603807,-79.53645,ChIJvd99pj1IK4gRBs0DyyL8Hbk,"418 Horner Ave, Etobicoke, ON M8W 2A4",43.6040309,-79.5358202,"chinese_restaurant,thai_restaurant,restaurant,food,point_of_interest,establishment",ids_only+essentials,no_url,15,ok,No website provided
